"scientific_name","status","migration","tp","tl","habitat1","colony","ps","min_dist","colour_elab","colour_div","ED_score","logMass","logRange","Order","source"
"Grallaricula_peruviana","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.152186768,40.3350563,29.7827601,55.5,7.792486,1.27415784926368,4.36398330990344,"PASSERIFORMES",1
"Grallina_bruijni","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.483862061,11.39356284,37.67327222,31.5,8.071726,1.58433122436753,5.41466632084193,"PASSERIFORMES",1
"Grallina_cyanoleuca","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.275370503,0,36.59765361,25,8.071726,1.91789918942411,6.82903765530747,"PASSERIFORMES",0
"Graminicola_bengalensis","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.285590248,211.5884871,29.06894296,45,11.86853,1.16879202031418,5.24187709425087,"PASSERIFORMES",3
"Granatellus_pelzelni","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.046944884,127.538288,28.20601247,52,10.67726,1.04921802267018,6.53972330767091,"PASSERIFORMES",0
"Granatellus_sallaei","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.213462844,0,24.09475997,55,9.850128,0.99563519459755,5.49903004500997,"PASSERIFORMES",1
"Granatellus_venustus","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.351103237,0,27.56002854,57,9.849723,1.03342375548695,5.23479810675576,"PASSERIFORMES",1
"Grandala_coelicolor","LC","Not a Migrant","Diurnal","Omnivore","Bare","Not colonial",-0.059999243,0,38.87489521,31,6.881639,1.65896484266444,6.22148057865816,"PASSERIFORMES",4
"Grantiella_picta","VU","Full Migrant","Diurnal","Herbivore","Forest","Colonial",0.554634441,0,40.46152315,65,18.681595,1.33243845991561,5.57292697512326,"PASSERIFORMES",0
"Graueria_vittata","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.406767918,549.8485304,18.99596246,33,5.739379,1.19173039336286,4.65071480132346,"PASSERIFORMES",2
"Graydidascalus_brachyurus","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.078990564,109.1452129,47.21131272,51,8.399295,2.20139712432045,5.81831770984914,"PSITTACIFORMES",0
"Grus_americana","EN","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.271491412,55.01547948,42.00286995,43,6.362064,3.76537048029165,3.78694506992643,"GRUIFORMES",6
"Grus_antigone","VU","Full Migrant","Diurnal","Herbivore","Open vegetation","Not colonial",-0.046339111,0,29.55421011,45.33333333,6.37203,3.77513694368095,6.27076902059268,"GRUIFORMES",10
"Grus_canadensis","LC","Full Migrant","Diurnal","Omnivore","Aquatic","Not colonial",0.082509877,0,27.58593691,41.5,9.038166,3.64251398148947,6.93420944764633,"GRUIFORMES",14
"Grus_carunculatus","VU","Not a Migrant","Diurnal","Herbivore","Aquatic","Not colonial",-0.042885491,0,30.94608192,40,7.904425,3.91163693312944,6.35964823669736,"GRUIFORMES",13
"Grus_grus","LC","Full Migrant","Diurnal","Herbivore","Aquatic","Not colonial",-0.012898698,0,26.70848226,37,5.925404,3.74036268949424,7.1895925628588,"GRUIFORMES",15
"Grus_japonensis","EN","Full Migrant","Diurnal","Omnivore","Aquatic","Not colonial",-0.038727434,0,38.63380495,39,7.652006,3.9437911989293,5.86824673281731,"GRUIFORMES",10
"Grus_leucogeranus","CR","Full Migrant","Diurnal","Herbivore","Aquatic","Not colonial",-0.339167569,92.05341494,42.49292796,54,9.903283,3.77312792403333,5.14795253487595,"GRUIFORMES",6
"Grus_monacha","VU","Full Migrant","Diurnal","Herbivore","Aquatic","Not colonial",-0.22526768,0,24.80235886,44,5.487389,3.57229060615142,6.20664960701919,"GRUIFORMES",5
"Grus_nigricollis","VU","Altitudinal Migrant","Diurnal","Omnivore","Aquatic","Not colonial",-0.065783982,106.7065444,31.68974544,43,5.487389,3.77815125038364,5.91502923213276,"GRUIFORMES",10
"Grus_paradisea","VU","Not a Migrant","Diurnal","Omnivore","Open vegetation","Not colonial",-0.051922472,0,30.8917197,37,6.932522,3.66782637895071,5.94761553504148,"GRUIFORMES",9
"Grus_rubicunda","LC","Not a Migrant","Diurnal","Herbivore","Aquatic","Not colonial",0.346095143,0,29.16580778,44,6.37203,3.79591475951296,6.55141961644534,"GRUIFORMES",8
"Grus_vipio","VU","Full Migrant","Diurnal","Herbivore","Aquatic","Not colonial",-0.050824156,0,31.05928747,50,6.796179,3.66866541545449,5.87398741741035,"GRUIFORMES",8
"Grus_virgo","LC","Full Migrant","Diurnal","Herbivore","Open vegetation","Not colonial",-0.034571859,0,28.11654692,27,6.932522,3.38327665040765,6.9490733526812,"GRUIFORMES",10
"Guadalcanaria_inexpectata","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",0.557774783,1188.135022,23.72833314,30,9.634976,1.63798978078469,2.79520263663055,"PASSERIFORMES",0
"Guaruba_guarouba","VU","Nomadic","Diurnal","Herbivore","Forest","Not colonial",-0.254519398,214.0016846,56.73188699,66,5.910518,2.28780172993023,5.39074752289638,"PSITTACIFORMES",1
"Gubernatrix_cristata","EN","Not a Migrant","Diurnal","Herbivore","Open vegetation","Not colonial",-0.003079522,158.3334982,33.4058708,58,4.881069,1.67760695272049,5.86083343132182,"PASSERIFORMES",1
"Gubernetes_yetapa","LC","Not a Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.05971689,0,32.24595682,40.5,7.877146,1.83505610172012,6.31849676912523,"PASSERIFORMES",4
"Guira_guira","LC","Full Migrant","Diurnal","Carnivore","Artificial","Colonial",-0.036968979,0,30.96222543,61,38.107651,2.14921911265538,6.90457145172247,"CUCULIFORMES",2
"Guttera_plumifera","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.146784657,251.9517338,36.53780163,23,10.217486,2.94200805302231,5.92116861001993,"GALLIFORMES",2
"Guttera_pucherani","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.330045824,0,36.76469386,49.66666667,10.217486,3.09061070782841,5.71592896543222,"GALLIFORMES",4
"Gyalophylax_hellmayri","NT","Not a Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.254519398,285.8451335,18.49177788,35,2.839876,1.40654018043396,4.09670536434148,"PASSERIFORMES",0
"Gygis_alba","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.006796317,0,42.79545276,16.25,7.634907,2.21621179388582,6.03714627488138,"CHARADRIIFORMES",3
"Gygis_microrhyncha","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.151085059,1519.068616,33.2711696518101,32.5746243747383,7.634907,2.12698979462298,3.22701601451164,"CHARADRIIFORMES",0
"Gymnobucco_bonapartei","LC","Not a Migrant","Diurnal","Herbivore","Forest","Colonial",-0.248451663,63.62184632,22.58163731,49,5.676712,1.79934054945358,6.25338793259628,"PICIFORMES",0
"Gymnobucco_calvus","LC","Not a Migrant","Diurnal","Herbivore","Forest","Colonial",-0.053945184,0,22.40282634,43.33333333,5.635317,1.73679475492436,6.22660043032847,"PICIFORMES",1
"Gymnobucco_peli","LC","Not a Migrant","Diurnal","Omnivore","Forest","Colonial",-0.055008538,0,22.40197886,48,5.631941,1.72427586960079,6.13054325105991,"PICIFORMES",0
"Gymnobucco_sladeni","LC","Not a Migrant","Diurnal","Herbivore","Forest","Colonial",-0.754115227,266.0309833,25.03591317,47,5.622258,1.70945158583786,6.13282194180708,"PICIFORMES",0
"Gymnocichla_nudiceps","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.109408121,17.95960796,27.06070099,28,6.63034,1.48429983934679,5.55132207332985,"PASSERIFORMES",2
"Gymnocrex_plumbeiventris","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.49338501,0,25.26370742,73,8.845875,2.45939248775923,5.84138627614111,"GRUIFORMES",1
"Gymnocrex_rosenbergii","VU","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-1.04490994,226.1018867,31.84162738,67,8.870407,2.37035261144105,4.68758173544459,"GRUIFORMES",0
"Gymnocrex_talaudensis","EN","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-1.04490994,300.2659592,14.83859698,50,8.89884,2.34345351672517,2.92553327501528,"GRUIFORMES",0
"Gymnoderus_foetidus","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.035568624,0,31.6391964,38.5,9.669934,2.45101845215546,6.72033335107199,"PASSERIFORMES",1
"Gymnoglaux_lawrencii","LC","Not a Migrant","Nocturnal","Carnivore","Forest","Not colonial",0.277450993,0,26.24890949,59,24.232899,1.97863694838447,5.04056887601079,"STRIGIFORMES",2
"Gymnogyps_californianus","CR","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",0.340856559,30.58925627,29.43005539,51,33.390317,3.92685670894969,5.00746478709211,"ACCIPITRIFORMES",9
"Gymnomystax_mexicanus","LC","Not a Migrant","Diurnal","Herbivore","Shrubland","Not colonial",-0.089652782,0,44.46299207,49,5.705308,1.79326254105808,6.1864740568388,"PASSERIFORMES",0
"Gymnomyza_aubryana","CR","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",0.508352012,1441.874097,32.84153105,55,7.938744,2.30102999566398,3.02365505709804,"PASSERIFORMES",2
"Gymnomyza_samoensis","EN","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",0.568171339,1473.355503,27.9422562,42,7.931074,1.60253732586287,3.18423206158834,"PASSERIFORMES",0
"Gymnomyza_viridis","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",0.543275817,2032.062506,27.39852787,46,7.90812,1.46890537478963,3.73508726500351,"PASSERIFORMES",0
"Gymnophaps_albertisii","LC","Nomadic","Diurnal","Herbivore","Forest","Not colonial",-0.490164784,0,25.484338785,49.75,9.152437,2.41329976408125,5.72896627115239,"COLUMBIFORMES",0
"Gymnophaps_mada","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-1.04490994,477.118777,30.99534978,42,9.098049,2.52374646681156,3.8005020047073,"COLUMBIFORMES",0
"Gymnophaps_solomonensis","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.065268349,838.71019,27.29323364,51,9.136657,2.52504480703685,3.79527677368234,"COLUMBIFORMES",0
"Gymnopithys_leucaspis","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.162973424,65.80783256,28.11511608,40,3.300037,1.43854234878611,6.01260143477866,"PASSERIFORMES",0
"Gymnopithys_lunulatus","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.242328842,88.30922532,19.61073186,40,4.408921,1.38021124171161,5.47283324354128,"PASSERIFORMES",1
"Gymnopithys_rufigula","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.06542333,257.7105724,22.04640752,52,3.300037,1.46389298898591,6.23747551999539,"PASSERIFORMES",1
"Gymnopithys_salvini","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.099888713,80.91288535,24.29367591,20,4.408921,1.41329976408125,6.13195830118499,"PASSERIFORMES",0
"Gymnorhina_tibicen","LC","Not a Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",0.221741958,0,34.68952852,29.66666667,7.60281,2.45712462630341,6.82921788759764,"PASSERIFORMES",1
"Gymnorhinus_cyanocephalus","VU","Not a Migrant","Diurnal","Omnivore","Forest","Colonial",0.342742331,0,35.73208896,32,11.516364,2.02118929906994,6.10857429299924,"PASSERIFORMES",5
"Gypaetus_barbatus","NT","Not a Migrant","Diurnal","Carnivore","Bare","Not colonial",-0.16420274,0,26.74226322,47,27.712059,3.75549372841512,6.91884781539786,"ACCIPITRIFORMES",16
"Gypohierax_angolensis","LC","Full Migrant","Diurnal","Herbivore","Open vegetation","Not colonial",-0.030310147,0,34.96390766,42,30.249976,3.20411998265592,6.9874434843331,"ACCIPITRIFORMES",6
"Gyps_africanus","CR","Not a Migrant","Diurnal","Carnivore","Forest","Colonial",-0.016235419,0,16.7387016,26,6.153582,3.73503970503372,7.03538467437339,"ACCIPITRIFORMES",10
"Gyps_bengalensis","CR","Not a Migrant","Diurnal","Carnivore","Forest","Colonial",-0.074828392,0,28.34755349,18,5.435994,3.64196959770206,6.61997214890284,"ACCIPITRIFORMES",5
"Gyps_coprotheres","EN","Full Migrant","Diurnal","Carnivore","Bare","Colonial",0.012405899,13.33113457,28.94248097,24,4.044507,3.91259399775211,5.82414483044694,"ACCIPITRIFORMES",7
"Gyps_fulvus","LC","Full Migrant","Diurnal","Carnivore","Bare","Colonial",-0.009947814,0,25.79755045,25,4.198776,3.87133938109986,6.49187086982116,"ACCIPITRIFORMES",15
"Gyps_himalayensis","NT","Full Migrant","Diurnal","Carnivore","Bare","Colonial",-0.056154826,10.62323386,29.58970877,23,4.950476,4,6.42881088905447,"ACCIPITRIFORMES",11
"Gyps_indicus","CR","Not a Migrant","Diurnal","Carnivore","Forest","Colonial",-0.220688067,0,20.60696849,25,4.04018,3.74154551677621,6.36057782170845,"ACCIPITRIFORMES",3
"Gyps_rueppellii","CR","Not a Migrant","Diurnal","Carnivore","Bare","Colonial",-0.040801684,0,28.97283247,26,4.230386,3.86923171973098,6.80060366545035,"ACCIPITRIFORMES",6
"Gyps_tenuirostris","CR","Not a Migrant","Diurnal","Carnivore","Forest","Colonial",-0.150781422,0,25.90425357,20,4.052395,3.66117050409858,5.82265925537218,"ACCIPITRIFORMES",1
"Gypsophila_crispifrons","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.085269222,11.19072228,18.48818781,29.66666667,4.992557,1.46662861241005,5.37050320492608,"PASSERIFORMES",0
"Habia_atrimaxillaris","EN","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",0.490735479,360.6396051,19.993911075,47.5,6.131933,1.68930885912362,3.01271190523688,"PASSERIFORMES",2
"Habia_cristata","LC","Not a Migrant","Diurnal","Carnivore","Shrubland","Not colonial",-1.349411938,190.0749722,29.54768578,57,6.186356,1.37433273697743,4.22848388705488,"PASSERIFORMES",0
"Habia_fuscicauda","LC","Not a Migrant","Diurnal","Carnivore","Shrubland","Not colonial",-0.046405302,0,25.95140123,47,6.849111,1.56761444273084,5.76468652093731,"PASSERIFORMES",2
"Habia_gutturalis","NT","Not a Migrant","Diurnal","Carnivore","Artificial","Not colonial",-1.349411938,31.89277235,22.31846906,55,6.87835,1.35134806471465,4.97832934390519,"PASSERIFORMES",0
"Habia_rubica","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.019264242,0,24.30272939,56.6,7.633726,1.51188336097887,6.75514151627845,"PASSERIFORMES",1
"Habroptila_wallacii","VU","Not a Migrant","Diurnal","Omnivore","Aquatic","Not colonial",-1.04490994,253.1001253,23.5834234854695,45.9643941045049,8.858177,2.39623264164382,4.25785622172158,"GRUIFORMES",0
"Haematoderus_militaris","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.056963235,0,33.282305275,53,13.970568,2.35602585719312,6.00873623910653,"PASSERIFORMES",3
"Haematopus_ater","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.025387813,0,33.99933847,44,7.485577,2.85973856619715,5.77340481769445,"CHARADRIIFORMES",7
"Haematopus_bachmani","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.025387813,0,33.99933847,44,6.896963,2.74429298312268,5.77340481769445,"CHARADRIIFORMES",7
"Haematopus_chathamensis","EN","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",1.323162773,2408.577734,37.54364691,40.5,6.842799,2.77815125038364,1.38571706203321,"CHARADRIIFORMES",2
"Haematopus_finschi","NT","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.005977696,0,38.87707202,41.25,6.38296,2.72875947516787,6.98015181339933,"CHARADRIIFORMES",9
"Haematopus_fuliginosus","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",1.109268882,0,38.78513081,48.5,9.676133,2.91328390176042,5.90968743478194,"CHARADRIIFORMES",2
"Haematopus_leucopodus","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.012873978,689.5838751,38.54349232,39.5,9.70456,2.79098847508882,5.59004825811589,"CHARADRIIFORMES",5
"Haematopus_longirostris","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.26530595,0,36.70541216,42.5,9.510126,2.78816837114117,5.93203222600147,"CHARADRIIFORMES",3
"Haematopus_moquini","NT","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.008449126,0,37.42459723,50,9.453603,2.84010609445676,5.13748177305258,"CHARADRIIFORMES",2
"Haematopus_ostralegus","NT","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.005977696,0,38.87707202,41.25,7.090832,2.72098574415374,6.98015181339933,"CHARADRIIFORMES",9
"Haematopus_palliatus","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.003516358,0,33.03098553,42.66666667,6.894061,2.77995705124691,6.1678228402482,"CHARADRIIFORMES",6
"Haematopus_unicolor","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",1.323162773,0,37.69791288,40.25,6.381815,2.82672252016899,4.86629863628156,"CHARADRIIFORMES",2
"Haematortyx_sanguiniceps","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.302884435,51.93067603,29.14407944,50.5,10.495566,2.47712125471966,4.86404795216101,"GALLIFORMES",3
"Haematospiza_sipahi","LC","Altitudinal Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.079967153,0,23.43251715,40,12.788686,1.59659709562646,5.67305838659302,"PASSERIFORMES",1
"Halcyon_albiventris","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.029522188,0,32.716828055,75.25,6.570822,1.81358098856819,6.57579592928619,"CORACIIFORMES",1
"Halcyon_badia","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.092000395,0,35.31894197,54,7.482154,1.76267856372744,6.50474138014589,"CORACIIFORMES",5
"Halcyon_chelicuti","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.021046137,0,30.774637905,56.75,6.624328,1.64836001098093,7.1179265312954,"CORACIIFORMES",1
"Halcyon_coromanda","LC","Full Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.019338013,0,39.59837369,65,6.490972,1.88930170250631,6.43723094746757,"CORACIIFORMES",2
"Halcyon_cyanoventris","LC","Not a Migrant","Diurnal","Carnivore","Artificial","Not colonial",-1.04490994,0,40.17758531,84,6.540471,1.96848294855394,5.11924837336046,"CORACIIFORMES",0
"Halcyon_leucocephala","LC","Full Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.020970256,0,37.48653616,76.33333333,8.421112,1.62117628177504,7.17009363791133,"CORACIIFORMES",3
"Halcyon_malimbica","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.043203438,0,34.75013413,63,6.320448,1.96284268120124,6.67885404341902,"CORACIIFORMES",5
"Halcyon_pileata","LC","Full Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.023874866,0,42.93248704,75,6.714173,1.84651110544414,6.4868492381905,"CORACIIFORMES",4
"Halcyon_senegalensis","LC","Full Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.018466196,0,33.21347833,62.33333333,6.31958,1.87215627274829,7.16875345682893,"CORACIIFORMES",4
"Halcyon_senegaloides","LC","Full Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.1012052,0,32.30998668,70,6.541954,1.79098847508882,5.287219789662,"CORACIIFORMES",1
"Halcyon_smyrnensis","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.03833425,0,36.75721212,80,6.69402,1.96094619573383,6.83400235623761,"CORACIIFORMES",5
"Haliaeetus_albicilla","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.006902747,0,22.22516349,32,7.196711,3.68060742899179,7.23970855537188,"ACCIPITRIFORMES",17
"Haliaeetus_leucocephalus","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.09925649,0,21.11424549,39,7.196711,3.67577834167409,6.97091446394598,"ACCIPITRIFORMES",19
"Haliaeetus_leucogaster","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.005055087,0,28.37150997,28,7.561781,3.45712462630341,6.70991783620326,"ACCIPITRIFORMES",14
"Haliaeetus_leucoryphus","VU","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.013501609,0,19.26336611,23.5,9.829315,3.46269740810172,6.97459225118443,"ACCIPITRIFORMES",9
"Haliaeetus_pelagicus","VU","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.153907608,0,26.87511567,38,9.743593,3.88969379144419,6.11133998234661,"ACCIPITRIFORMES",6
"Haliaeetus_sanfordi","VU","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",0.073470067,830.0489007,17.29061908,26.5,7.561781,3.34044411484012,4.55779745627028,"ACCIPITRIFORMES",2
"Haliaeetus_vocifer","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.016484903,0,36.16109755,48,8.419427,3.4481263583474,7.19412064799809,"ACCIPITRIFORMES",14
"Haliaeetus_vociferoides","CR","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.579956805,1053.827436,20.05635268,35,8.419427,3.47712125471966,4.72231844294981,"ACCIPITRIFORMES",4
"Haliastur_indus","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.029294536,0,27.42497777,39.75,10.621593,2.72345567203519,6.94640190377017,"ACCIPITRIFORMES",8
"Haliastur_sphenurus","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",0.188823776,0,19.72331819,40,10.621593,2.8767949762007,6.74551509384672,"ACCIPITRIFORMES",3
"Halobaena_caerulea","LC","Full Migrant","Nocturnal","Carnivore","Aquatic","Colonial",0.041965691,0.861802552,26.94333088,16,20.323659,2.30535136944662,7.87906379147679,"PROCELLARIIFORMES",5
"Halocyptena_microsoma","LC","Full Migrant","Nocturnal","Carnivore","Aquatic","Colonial",-0.07693369,0.598773217,27.35059204,18,18.909596,1.31175386105575,6.40955612401021,"PROCELLARIIFORMES",4
"Hamirostra_melanosternon","LC","Full Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",1.109268882,0,28.5457622,53,16.324393,3.07773117965239,6.72410704334504,"ACCIPITRIFORMES",0
"Hapalopsittaca_amazonina","VU","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.644594847,24.5380088,44.45614477,118,5.414279,2.02530586526477,4.42250883025791,"PSITTACIFORMES",0
"Hapalopsittaca_fuertesi","CR","Altitudinal Migrant","Diurnal","Herbivore","Forest","Not colonial",-1.349411938,158.6065358,43.97579787,109,5.386349,2.11309742111508,1.99706760887624,"PSITTACIFORMES",1
"Hapalopsittaca_melanotis","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.144864306,160.1524019,40.21117878,74,5.42294,2.19865708695442,4.58661807015697,"PSITTACIFORMES",0
"Hapalopsittaca_pyrrhops","VU","Altitudinal Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.064859699,111.1353268,42.49621809,115,5.426485,2.01283722470517,3.99723746359346,"PSITTACIFORMES",0
"Hapaloptila_castanea","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.227365146,38.91317149,25.08964131,48,14.758488,1.90633504180509,4.50213227461383,"PICIFORMES",0
"Haplochelidon_andecola","LC","Not a Migrant","Diurnal","Carnivore","Open vegetation","Colonial",-0.084900396,0,20.85025327,32,6.285466,1.20771299601805,5.68710899403053,"PASSERIFORMES",0
"Haplophaedia_assimilis","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.218912377,15.88520069,28.5218856,81,6.015232,0.681241237375587,4.77141839127718,"APODIFORMES",0
"Haplophaedia_aureliae","LC","Altitudinal Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.246831921,5.661057449,29.25482582,95.33333333,5.837324,0.716003343634799,4.89124821834154,"APODIFORMES",2
"Haplophaedia_lugens","NT","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.293607412,15.91042522,27.439911905,84.5,5.829,0.838849090737255,3.69154256452493,"APODIFORMES",0
"Haplospiza_rustica","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.048085186,0,20.32499046,17,6.626169,1.19312459835446,5.67937687176291,"PASSERIFORMES",1
"Haplospiza_unicolor","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.083414666,0,17.68775248,29,6.626169,1.1846914308176,5.99009869156607,"PASSERIFORMES",0
"Harpactes_ardens","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-1.261632066,0,37.53436779,92,12.046514,1.98362628712453,5.3251897861957,"TROGONIFORMES",1
"Harpactes_diardii","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.14297985,0,33.82019279,72,13.338795,1.99475694458763,6.04482312526672,"TROGONIFORMES",2
"Harpactes_duvaucelii","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.123392354,0,39.79347086,76,15.786944,1.59189898669122,6.09797409225646,"TROGONIFORMES",2
"Harpactes_erythrocephalus","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.028783135,0,39.09151231,67.33333333,11.953815,1.90471554527868,6.41329410874819,"TROGONIFORMES",5
"Harpactes_fasciatus","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.525125665,0,33.11144343,63,15.246792,1.79239168949825,5.60944191257974,"TROGONIFORMES",10
"Harpactes_kasumba","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.134082197,0,40.27270186,75,12.96703,1.98632377705077,5.99529395437068,"TROGONIFORMES",1
"Harpactes_oreskios","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.069166386,0,33.55299849,74.66666667,19.647209,1.75815462196739,6.21471795381522,"TROGONIFORMES",2
"Harpactes_orrhophaeus","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.146634827,0,37.2720178,82,15.786944,1.72652345838624,5.67219702693018,"TROGONIFORMES",0
"Harpactes_wardi","NT","Altitudinal Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.105143828,217.686577,39.87200997,68,13.190818,2.07554696139253,5.13243712211983,"TROGONIFORMES",5
"Harpactes_whiteheadi","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.122601218,69.82591706,34.94321226,73,11.842909,1.90908436281555,4.26970606406685,"TROGONIFORMES",3
"Harpagus_bidentatus","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.025467796,0,25.47773412,42,14.599529,2.33945144130644,6.95309551245957,"ACCIPITRIFORMES",2
"Harpagus_diodon","LC","Full Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.02607983,0,25.93361708,43,14.599529,2.30102999566398,6.48317939207554,"ACCIPITRIFORMES",0
"Harpia_harpyja","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.019074884,0,32.04952945,26,23.105556,3.81624129999178,7.0439122412195,"ACCIPITRIFORMES",15
"Harpyhaliaetus_coronatus","EN","Not a Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.049944036,0,23.92588006,36,4.511722,3.46982201597816,6.62680018743262,"ACCIPITRIFORMES",0
"Harpyhaliaetus_solitarius","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.039440879,0,28.00654453,31.5,4.511722,3.47712125471966,5.99926807851158,"ACCIPITRIFORMES",3
