"scientific_name","status","migration","tp","tl","habitat1","colony","ps","min_dist","colour_elab","colour_div","ED_score","logMass","logRange","Order","source"
"Apus_acuticauda","VU","Full Migrant","Diurnal","Carnivore","Forest","Colonial",-0.276909315,71.08913617,21.61384751,24,7.000841,1.46673737281841,3.74965821585965,"APODIFORMES",0
"Apus_affinis","LC","Full Migrant","Diurnal","Carnivore","Forest","Colonial",-0.015755911,0,17.89141027,25,5.065527,1.25285302176023,7.34519183567414,"APODIFORMES",3
"Apus_alexandri","LC","Not a Migrant","Diurnal","Carnivore","Forest","Colonial",0.731836251,556.374375,17.48839053,25,6.980251,1.46495608047174,3.42206753039535,"APODIFORMES",1
"Apus_apus","LC","Full Migrant","Diurnal","Carnivore","Bare","Colonial",-0.00572271,0,19.99229419,22,6.724703,1.57518784492766,7.39408717768475,"APODIFORMES",5
"Apus_balstoni","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.192701349,607.4953164,23.31516955,21,7.027703,1.66370092538965,5.77297638763862,"APODIFORMES",0
"Apus_barbatus","LC","Full Migrant","Diurnal","Carnivore","Forest","Colonial",-0.016064731,0,19.75225902,21,6.917837,1.63144376901317,6.07959893118079,"APODIFORMES",2
"Apus_batesi","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.060465512,46.89189648,23.27259428,17,7.004941,1.48667638397342,5.47604377125855,"APODIFORMES",0
"Apus_berliozi","LC","Full Migrant","Diurnal","Carnivore","Bare","Colonial",-0.236069004,0,18.18349346,22,6.911629,1.58206336291171,5.31034563402347,"APODIFORMES",0
"Apus_bradfieldi","LC","Not a Migrant","Diurnal","Carnivore","Bare","Colonial",0.073751971,316.1913759,12.77328657,22,7.037481,1.62736585659273,5.9456359230993,"APODIFORMES",1
"Apus_caffer","LC","Full Migrant","Diurnal","Carnivore","Shrubland","Colonial",-0.018638678,0,22.17911374,25,6.922695,1.50936959775579,7.09486591412978,"APODIFORMES",2
"Apus_horus","LC","Not a Migrant","Diurnal","Carnivore","Other","Not colonial",-0.025093549,0,15.80826082,22.33333333,6.830788,1.48726027012183,6.31042281936249,"APODIFORMES",0
"Apus_niansae","LC","Full Migrant","Diurnal","Carnivore","Artificial","Colonial",-0.149898788,0,18.49349741,23,6.8952,1.51188336097887,5.58099111061385,"APODIFORMES",2
"Apus_nipalensis","LC","Not a Migrant","Diurnal","Carnivore","Artificial","Colonial",-0.031963955,0,21.26693505,19,5.078034,1.497551709937,6.76098623378542,"APODIFORMES",0
"Apus_pacificus","LC","Full Migrant","Diurnal","Carnivore","Forest","Colonial",-0.004623929,0,19.23644631,20,7.292436,1.60097289568675,7.20014472361519,"APODIFORMES",3
"Apus_pallidus","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.015124584,0,18.87347629,23,6.856644,1.6222140229663,6.23457227091722,"APODIFORMES",7
"Apus_sladeniae","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.320994683,148.986927,19.2940656379658,18.7260804890799,6.892613,1.48800900166074,4.0999332690935,"APODIFORMES",0
"Apus_toulsoni","LC","Not a Migrant","Diurnal","Carnivore","Other","Not colonial",-0.025093549,0,15.80826082,22.33333333,6.918572,1.48325425066574,6.31042281936249,"APODIFORMES",0
"Apus_unicolor","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.023184739,0,20.39844678,24,6.931854,1.35218251811136,3.91821629662126,"APODIFORMES",3
"Aquila_adalberti","VU","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",0.130749624,0,27.24380911,31,4.583809,3.47712125471966,5.1179978004078,"ACCIPITRIFORMES",14
"Aquila_africanus","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.077570592,0,26.53247044,34,8.177228,3.01994668167884,6.28290169201503,"ACCIPITRIFORMES",4
"Aquila_audax","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",0.554609257,0,22.77554199,33,5.542566,3.5398285583779,6.88534130385303,"ACCIPITRIFORMES",9
"Aquila_chrysaetos","LC","Full Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.00302844,0,19.65656703,29,8.236421,3.62976626731932,7.5960156758823,"ACCIPITRIFORMES",20
"Aquila_clanga","VU","Full Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.007699496,0,28.71278481,32,5.159784,3.34350706211443,6.95328986796,"ACCIPITRIFORMES",13
"Aquila_fasciatus","LC","Not a Migrant","Diurnal","Carnivore","Shrubland","Not colonial",-0.017340636,0,18.79909215,38.5,4.936066,3.30102999566398,6.75597575471452,"ACCIPITRIFORMES",15
"Aquila_gurneyi","NT","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.494293344,0,21.70444199,28.5,5.542566,3.48572142648158,5.77945569933123,"ACCIPITRIFORMES",0
"Aquila_hastata","VU","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.181537067,0,19.32603675,35,5.903067,3.155181187966,6.38188456408798,"ACCIPITRIFORMES",2
"Aquila_heliaca","VU","Full Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.006018797,0,27.40606003,33.5,4.593048,3.50718097726024,6.98021903211978,"ACCIPITRIFORMES",13
"Aquila_nipalensis","EN","Full Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.008326073,0,20.75344087,29.33333333,5.877099,3.4386214480454,6.84102094824122,"ACCIPITRIFORMES",9
"Aquila_pomarina","LC","Full Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.008196144,0,18.44549769,30,5.159784,3.13672056715641,6.30391962253442,"ACCIPITRIFORMES",14
"Aquila_rapax","LC","Not a Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.01688384,0,21.93238305,33.25,4.875081,3.35218251811136,7.24479280181657,"ACCIPITRIFORMES",9
"Aquila_verreauxii","LC","Not a Migrant","Diurnal","Carnivore","Bare","Not colonial",-0.023789953,0,29.43157405,30,6.14514,3.62273196516472,6.60431783263341,"ACCIPITRIFORMES",10
"Aquila_wahlbergi","LC","Full Migrant","Diurnal","Carnivore","Shrubland","Not colonial",-0.013785308,0,22.44797571,29,8.877567,2.80617997398389,6.98100816098489,"ACCIPITRIFORMES",2
"Ara_ambiguus","EN","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.097981963,28.90667338,42.62344751,100,3.643137,3.11394335230684,5.03459923883676,"PSITTACIFORMES",10
"Ara_ararauna","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.036588581,0,46.29591972,89,4.827792,3.05115252244738,6.89098196087585,"PSITTACIFORMES",11
"Ara_chloropterus","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.038181528,3.823165003,46.43643961,112,3.724083,3.08421868673924,6.90854814881888,"PSITTACIFORMES",14
"Ara_glaucogularis","CR","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.139247976,502.5857228,42.28427983,95,4.783215,2.89431606268444,4.7889146560698,"PSITTACIFORMES",2
"Ara_macao","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.028646703,0,48.22595039,124,3.727166,3.00646604224923,6.82965494127615,"PSITTACIFORMES",21
"Ara_militaris","VU","Altitudinal Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.100760449,2.069366896,45.76833466,99,3.660253,3.05461305455689,5.44991726185407,"PSITTACIFORMES",5
"Ara_rubrogenys","EN","Not a Migrant","Diurnal","Herbivore","Shrubland","Not colonial",-0.069623988,761.6788614,35.29069619,94,3.660889,2.67024585307412,4.00341456838656,"PSITTACIFORMES",1
"Ara_severus","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.048627255,0,35.85370105,81,4.525323,2.53529412004277,6.7652408215511,"PSITTACIFORMES",7
"Arachnothera_affinis","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.174956787,0,23.90077789,41,13.563873,1.42160392686983,5.54403766440167,"PASSERIFORMES",0
"Arachnothera_chrysogenys","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.123999613,0,27.57773953,49,12.623986,1.3654879848909,6.09249455959173,"PASSERIFORMES",0
"Arachnothera_clarae","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-1.261632066,0,24.75117845,48,10.910188,1.47856649559384,5.33530944522576,"PASSERIFORMES",0
"Arachnothera_crassirostris","LC","Not a Migrant","Diurnal","Omnivore","Artificial","Not colonial",-0.13076464,0,28.09181557,39,11.08948,1.20411998265592,5.95410021984076,"PASSERIFORMES",0
"Arachnothera_everetti","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.174956787,0,23.90077789,41,10.664383,1.38059884046951,5.54403766440167,"PASSERIFORMES",0
"Arachnothera_flavigaster","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.122687832,0,27.33158237,56,11.234908,1.58433122436753,6.06705269969392,"PASSERIFORMES",0
"Arachnothera_juliae","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.116731181,53.93794663,29.41284577,38,11.074957,1.3680843777514,4.47015206749555,"PASSERIFORMES",2
"Arachnothera_longirostra","LC","Not a Migrant","Diurnal","Omnivore","Shrubland","Not colonial",-0.053209253,0,28.61429622,35,16.038197,1.09864372581706,6.5458752273039,"PASSERIFORMES",1
"Arachnothera_magna","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.057178097,0,29.73006267,64.5,13.61694,1.48713837547719,6.29765451808473,"PASSERIFORMES",1
"Arachnothera_robusta","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.115793506,0,26.62324423,35,16.311597,1.19351417902792,5.79993532694404,"PASSERIFORMES",0
"Aramides_axillaris","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.044046526,0,23.68085333,80,8.122632,2.46538285144842,5.59539709395437,"GRUIFORMES",3
"Aramides_cajanea","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.017078331,0,23.68103109,75,7.740114,2.59879050676312,7.13255065150203,"GRUIFORMES",2
"Aramides_calopterus","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.110482635,53.96457148,27.12545151,67,8.165259,2.42268170829988,5.79759598073701,"GRUIFORMES",0
"Aramides_mangle","LC","Not a Migrant","Diurnal","Carnivore","Artificial","Not colonial",-0.254519398,0,27.53051395,84,8.256483,2.26245108973043,5.88898544531962,"GRUIFORMES",0
"Aramides_saracura","LC","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.082774279,0,23.16611408,76,8.125703,2.73239375982297,5.9678756178677,"GRUIFORMES",2
"Aramides_wolfi","VU","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.253275463,45.72390138,30.56415302,77,8.114503,2.6570558528571,5.07794995915782,"GRUIFORMES",1
"Aramides_ypecaha","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.033943064,0,30.17169481,72,7.787767,2.84571801796666,6.56250815324369,"GRUIFORMES",0
"Aramidopsis_plateni","VU","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-1.04490994,187.0560285,25.0384111,56,9.433495,2.51490702828696,4.91973920586211,"GRUIFORMES",0
"Aramus_guarauna","LC","Full Migrant","Diurnal","Omnivore","Aquatic","Not colonial",-0.01013598,0,23.49612528,42.5,29.235337,3.03342375548695,7.08572034425245,"GRUIFORMES",9
"Aratinga_acuticaudata","LC","Nomadic","Diurnal","Omnivore","Shrubland","Not colonial",-0.043049704,0,44.9054393785326,90.9194285741383,3.281459,2.23299611039215,6.52437859602124,"PSITTACIFORMES",0
"Aratinga_aurea","LC","Not a Migrant","Diurnal","Herbivore","Open vegetation","Not colonial",-0.04029781,0,53.28282151,118,3.578533,1.92762696244495,6.76077545701333,"PSITTACIFORMES",1
"Aratinga_auricapillus","NT","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.254519398,32.77571715,45.81074912,96.5,2.348171,2.11394335230684,4.81445922886306,"PSITTACIFORMES",0
"Aratinga_brevipes","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.134320695,0,44.39607124,79.5,3.493673,2.24797326636181,5.43865195061067,"PSITTACIFORMES",0
"Aratinga_cactorum","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.254519398,100.2282626,45.53407591,118,3.414376,2.15728349063544,6.07744794541285,"PSITTACIFORMES",0
"Aratinga_canicularis","LC","Nomadic","Diurnal","Omnivore","Artificial","Not colonial",-0.085226889,0,50.7045674,102,3.507016,1.92941892571429,5.43062644560399,"PSITTACIFORMES",2
"Aratinga_chloroptera","VU","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.049510317,12.14665345,47.92095549,72,3.583145,2.16435285578444,4.12980670912551,"PSITTACIFORMES",0
"Aratinga_erythrogenys","NT","Full Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.181779686,54.12368828,49.0900238,91,3.409696,2.17897694729317,5.02714945017161,"PSITTACIFORMES",0
"Aratinga_euops","VU","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",0.277450993,44.96926956,48.0515124,85,3.613481,2.27695160514373,4.27238372379746,"PSITTACIFORMES",3
"Aratinga_finschi","LC","Full Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.049231565,172.8857895,50.81175168,88,3.439656,2.17609125905568,4.96642343905655,"PSITTACIFORMES",1
"Aratinga_holochlora","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.134320695,0,44.39607124,79.5,3.525856,2.13987908640124,5.43865195061067,"PSITTACIFORMES",0
"Aratinga_jandaya","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.254519398,0,44.58389776,84,2.231964,1.95133751879592,6.18023623544131,"PSITTACIFORMES",0
"Aratinga_leucophthalma","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.02338771,0,46.9377866,78,5.544547,2.19865708695442,6.94106676539664,"PSITTACIFORMES",2
"Aratinga_mitrata","LC","Full Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.081722133,0,46.74896202,88,3.423579,2.39619934709574,5.39987802627679,"PSITTACIFORMES",0
"Aratinga_nana","NT","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",0.091029874,0.318649486,45.42355341,85.5,3.344601,1.88592633980143,4.0422522504709,"PSITTACIFORMES",4
"Aratinga_pertinax","LC","Full Migrant","Diurnal","Herbivore","Shrubland","Not colonial",-0.063117667,0,44.50268461,116.1666667,3.590185,1.92427928606188,6.16654695549789,"PSITTACIFORMES",0
"Aratinga_rubritorquis","LC","Nomadic","Diurnal","Herbivore","Forest","Not colonial",-0.156826839,41.21268428,44.4537113822644,86.4231056538093,3.475287,2.32633586092875,5.03675516466891,"PSITTACIFORMES",0
"Aratinga_solstitialis","EN","Nomadic","Diurnal","Herbivore","Forest","Not colonial",-0.147982012,685.7907054,49.27934711,100,2.233588,2.08098704691089,4.98397415780082,"PSITTACIFORMES",2
"Aratinga_wagleri","NT","Full Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.633613869,0,45.66529204,80,3.531173,2.28780172993023,5.30671862185573,"PSITTACIFORMES",0
"Aratinga_weddellii","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.072861903,51.65979657,48.17414137,85,5.141381,2.03342375548695,6.3541400422904,"PSITTACIFORMES",1
"Arborophila_ardens","VU","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.393869028,6.704369465,26.50260509,72,4.685011,2.42894429003557,4.12056002809343,"GALLIFORMES",1
"Arborophila_atrogularis","NT","Not a Migrant","Diurnal","Omnivore","Artificial","Not colonial",-0.2256453,129.0725219,26.20827181,64,4.684065,2.37657695705651,5.47844447323121,"GALLIFORMES",0
"Arborophila_brunneopectus","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.057131316,0,28.83335082,56,4.462063,2.4661258704182,5.68688411243594,"GALLIFORMES",0
"Arborophila_cambodiana","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.340339269,74.9224904,30.86472598,58,4.79174,2.45863784902565,4.25351313880237,"GALLIFORMES",0
"Arborophila_campbelli","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",0.179848573,32.23597768,26.19698413,55,4.65014,2.43296929087441,4.23255240047623,"GALLIFORMES",0
"Arborophila_charltonii","VU","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.115270711,6.068746355,24.86315835,59,4.745064,2.43136376415899,5.04865128276944,"GALLIFORMES",1
"Arborophila_chloropus","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.082374981,0,21.75684116,53,4.747588,2.43136376415899,5.84994870375657,"GALLIFORMES",1
"Arborophila_crudigularis","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",0.702655,16.82881786,25.971234325,62,4.740426,2.41747169320329,4.35732278970532,"GALLIFORMES",2
"Arborophila_davidi","NT","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",0.037469553,45.12750365,28.63266726,57,4.762541,2.38201704257487,3.64985956854426,"GALLIFORMES",2
"Arborophila_gingica","NT","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.393869028,6.967587074,26.982956635,68,4.244894,2.40312052117582,5.59814588001322,"GALLIFORMES",1
"Arborophila_hyperythra","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.36319054,51.31351536,30.51936817,59.5,4.78086,2.43136376415899,5.20687898690509,"GALLIFORMES",0
"Arborophila_javanica","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-1.04490994,42.38642122,28.25253263,69,5.46405,2.4345689040342,4.56775538325129,"GALLIFORMES",0
"Arborophila_mandellii","VU","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.082419597,439.2474826,24.46842066,66,4.554897,2.42813479402879,4.82584469263121,"GALLIFORMES",0
"Arborophila_orientalis","VU","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-1.04490994,33.92347428,23.83376183,59,4.701031,2.52633927738984,4.02970772147243,"GALLIFORMES",0
"Arborophila_rolli","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-1.04490994,45.29839598,28.760974,62,4.663795,2.46625013239563,4.59936636796381,"GALLIFORMES",0
"Arborophila_rubrirostris","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-1.04490994,52.95156769,29.76699357,57,4.777092,2.3541084391474,4.84181850174351,"GALLIFORMES",0
"Arborophila_rufipectus","EN","Not a Migrant","Diurnal","Carnivore","Forest","Not colonial",-0.393869028,118.7332201,19.37523268,48,4.156615,2.60476588470389,3.88690921133591,"GALLIFORMES",1
"Arborophila_rufogularis","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.084862631,0,26.02810638,67.33333333,4.227741,2.54468802230268,6.09533363608069,"GALLIFORMES",0
"Arborophila_sumatrana","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-1.04490994,210.8601438,26.1348244466583,54.6523110392061,4.874536,2.50960598942188,4.60061378035915,"GALLIFORMES",0
"Arborophila_torqueola","LC","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.107504976,103.2995693,23.17628643,59.66666667,4.151639,2.54468802230268,5.85816003900497,"GALLIFORMES",1
"Archboldia_papuensis","NT","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.495904797,381.6080025,25.2236876,37,13.084079,2.24960595430691,4.81029614896493,"PASSERIFORMES",2
"Archilochus_alexandri","LC","Full Migrant","Diurnal","Herbivore","Forest","Not colonial",0.025927098,0,31.250973,48,3.828563,0.531478917042255,6.37505549986473,"APODIFORMES",6
"Archilochus_colubris","LC","Full Migrant","Diurnal","Herbivore","Forest","Not colonial",0.021560011,0,29.53687139,85,3.828563,0.491361693834273,6.69346203390283,"APODIFORMES",3
"Ardea_cinerea","LC","Full Migrant","Diurnal","Carnivore","Artificial","Colonial",-0.003639067,0,23.68859126,51,6.377957,3.15926633109349,7.66660664880795,"PELECANIFORMES",7
"Ardea_cocoi","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.019129828,0,22.39552053,59,6.481901,3.28727906823673,7.16855409267047,"PELECANIFORMES",2
"Ardea_goliath","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.021743382,0,22.01298179,36,8.821291,3.65011316444357,7.25117935770623,"PELECANIFORMES",10
"Ardea_herodias","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",0.01074009,0,27.16012052,46,6.409021,3.4054744265693,7.08692749993678,"PELECANIFORMES",12
"Ardea_humbloti","EN","Not a Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.1926763,811.3327713,25.21634003,29,8.457613,2.97556011765871,4.78671582509893,"PELECANIFORMES",1
"Ardea_insignis","CR","Not a Migrant","Diurnal","Carnivore","Forest","Colonial",-0.096420194,310.6641907,25.40170956,29,8.402338,3.00497515887723,4.74930472388236,"PELECANIFORMES",4
"Ardea_melanocephala","LC","Full Migrant","Diurnal","Carnivore","Open vegetation","Colonial",-0.02241938,0,25.84161423,35,8.561675,3.02530586526477,7.28022274230672,"PELECANIFORMES",4
"Ardea_pacifica","LC","Nomadic","Diurnal","Omnivore","Open vegetation","Colonial",0.14473982,0,29.64871632,32,10.111485,2.94497590841205,6.8319239399466,"PELECANIFORMES",0
"Ardea_picata","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",0.068450511,0,34.9623897,48,8.557335,2.41329976408125,5.12425670832776,"PELECANIFORMES",3
"Ardea_purpurea","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.006920404,0,18.32178102,48.25,8.7692,2.98660380445224,7.54306258261334,"PELECANIFORMES",12
"Ardea_sumatrana","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Not colonial",-0.022349224,0,23.05117184,32,8.637002,3.30621050816776,6.24662048418741,"PELECANIFORMES",5
"Ardeola_bacchus","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.016333008,0,32.67880328,50.5,11.369102,2.48572142648158,6.7369450390766,"PELECANIFORMES",3
"Ardeola_grayii","LC","Not a Migrant","Diurnal","Omnivore","Aquatic","Colonial",-0.122691748,0,26.37280011,52.5,11.353769,2.40312052117582,6.51658454394672,"PELECANIFORMES",4
"Ardeola_idae","EN","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.055088286,0,36.30785946,70,11.287778,2.68328228300945,5.74177803759868,"PELECANIFORMES",2
"Ardeola_ralloides","LC","Full Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.011184167,0,29.78483085,57,11.460644,2.45788189673399,7.30863090139929,"PELECANIFORMES",9
"Ardeola_rufiventris","LC","Not a Migrant","Diurnal","Carnivore","Aquatic","Colonial",-0.04584492,0,36.81500261,67,11.555949,2.6882988880946,6.74396183794795,"PELECANIFORMES",3
"Ardeola_speciosa","LC","Not a Migrant","Diurnal","Carnivore","Forest","Colonial",-0.11982334,0,30.40457498,45,11.489904,2.72849702753871,5.7858442955831,"PELECANIFORMES",1
"Ardeotis_arabs","NT","Not a Migrant","Diurnal","Omnivore","Shrubland","Not colonial",-0.077657384,0,29.78059381,38,11.261165,3.7906369619317,6.46983825441619,"OTIDIFORMES",6
"Ardeotis_australis","LC","Not a Migrant","Diurnal","Omnivore","Open vegetation","Not colonial",0.358334569,0,27.793470535,28.5,8.988413,3.64836001098093,6.82718429265136,"OTIDIFORMES",2
"Ardeotis_kori","NT","Not a Migrant","Diurnal","Omnivore","Open vegetation","Not colonial",-0.007049691,0,25.16041581,29,11.011414,3.92582757462474,6.55217563210492,"OTIDIFORMES",13
"Ardeotis_nigriceps","CR","Not a Migrant","Diurnal","Omnivore","Open vegetation","Not colonial",-0.549387089,0,25.778519095,31.5,8.988413,3.91315131299984,5.66672073153051,"OTIDIFORMES",4
"Arenaria_interpres","LC","Full Migrant","Diurnal","Carnivore","Open vegetation","Not colonial",-0.000636369,0,36.853154395,60,17.773574,2.13353890837022,6.41831432723819,"CHARADRIIFORMES",7
"Arenaria_melanocephala","LC","Full Migrant","Diurnal","Carnivore","Open vegetation","Colonial",0.046098498,0,31.63124891,19,17.773574,2.10209052551184,4.92124138522168,"CHARADRIIFORMES",7
"Argusianus_argus","NT","Not a Migrant","Diurnal","Herbivore","Forest","Not colonial",-0.189422606,0,20.55018681,63,13.09217,3.29972515397564,6.13178836216741,"GALLIFORMES",10
"Arremon_abeillei","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.198253316,135.5689077,30.55897367,38.5,3.21099,1.41329976408125,4.71864155034526,"PASSERIFORMES",1
"Arremon_aurantiirostris","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.045515823,0,30.93083536,76,4.27176,1.53781909507327,5.84132386067643,"PASSERIFORMES",1
"Arremon_brunneinucha","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.046883085,0,26.3389901,54,2.890373,1.61804809671209,5.79014895015441,"PASSERIFORMES",1
"Arremon_castaneiceps","NT","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.259648089,42.46746996,28.66049933,62,2.680203,1.56702636615906,4.83757469211602,"PASSERIFORMES",0
"Arremon_crassirostris","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",0.073514085,110.7398304,28.19049518,50,3.212161,1.58827170684233,3.97759169240565,"PASSERIFORMES",0
"Arremon_flavirostris","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.046154212,0,29.87889926,49.5,4.216677,1.42324587393681,6.32318890478786,"PASSERIFORMES",1
"Arremon_franciscanus","NT","Not a Migrant","Diurnal","Omnivore","Shrubland","Not colonial",-0.254519398,293.1775101,35.63264525,60,3.158672,1.39619934709574,4.72523101045802,"PASSERIFORMES",0
"Arremon_schlegeli","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.534750408,0,31.76390953,54,2.710192,1.44247976906445,5.27369373653084,"PASSERIFORMES",0
"Arremon_semitorquatus","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.254519398,0,31.71256621,33,3.132797,1.49245053107791,5.15981544357702,"PASSERIFORMES",0
"Arremon_taciturnus","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.039166855,0,31.63413614,43.5,3.20176,1.39445168082622,6.8296563861548,"PASSERIFORMES",0
"Arremon_torquatus","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.048330568,248.4482199,25.89370541,33,3.35085,1.47662137105342,5.0529879570246,"PASSERIFORMES",0
"Arremon_virenticeps","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.702191279,30.89355263,24.43236922,54,3.180704,1.40804339589139,4.89738573278683,"PASSERIFORMES",1
"Arremonops_chloronotus","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.154022191,0,26.39258578,44,5.18371,1.43775056282039,5.36548032348147,"PASSERIFORMES",1
"Arremonops_conirostris","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.074107117,0,25.25719415,40.66666667,6.629377,1.55990662503611,6.05374566979927,"PASSERIFORMES",0
"Arremonops_rufivirgatus","LC","Not a Migrant","Diurnal","Omnivore","Forest","Not colonial",-0.08046849,0,24.07720668,55,5.139798,1.35121634533934,5.68438658406672,"PASSERIFORMES",3
"Arremonops_tocuyensis","LC","Not a Migrant","Diurnal","Omnivore","Shrubland","Not colonial",-0.477092821,119.5517136,26.64990561,42,4.832378,1.41970161032724,4.86215324815144,"PASSERIFORMES",0
