"scientific_name","TipLabel","English","Order","status","migration","gen_length","range","tp","tl","habitat1","colony","ps","min_dist","colour_elab","colour_div","ED_score","mean_mass","logMass","logRange","citations","source"
"Accipiter superciliosus","Accipiter_superciliosus","Tiny Hawk","ACCIPITRIFORMES","LC","Not a Migrant",7.2,8560172.01609793,"Diurnal","Carnivore","Forest","Not colonial",-0.023090745,0,22.1303136,51,9.953157,103.95,2.01682449366749,6.93248249188411,1,1
"Accipiter tachiro","Accipiter_tachiro","African Goshawk","ACCIPITRIFORMES","LC","Not a Migrant",7.2,5174142.80222489,"Diurnal","Carnivore","Forest","Not colonial",-0.031809607,0,21.675689435,42.666666665,9.836466,291.5,2.46463855909503,6.71383841072812,7,4
"Accipiter toussenelii","Accipiter_toussenelii","Red-chested Goshawk","ACCIPITRIFORMES","LC","Not a Migrant",7.2,4597754.36879866,"Diurnal","Carnivore","Forest","Not colonial",-0.055888504,0,24.40001478,47.33333333,8.126973,235,2.37106786227174,6.66254576573169,1,1
"Accipiter trinotatus","Accipiter_trinotatus","Spot-tailed Goshawk","ACCIPITRIFORMES","LC","Not a Migrant",7.2,120238.863650981,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,3.253750909,29.00104565,44.5,8.152813,146,2.16435285578444,5.08004486318397,0,0
"Accipiter trivirgatus","Accipiter_trivirgatus","Crested Goshawk","ACCIPITRIFORMES","LC","Not a Migrant",7.2,3366432.14163944,"Diurnal","Carnivore","Forest","Not colonial",-0.04501109,0,20.00434269,44.75,10.036484,276,2.44090908206522,6.52716986466508,3,2
"Accipiter ventralis","Accipiter_ventralis","Plain-breasted Hawk","ACCIPITRIFORMES","LC","Full Migrant",7.2,16375574.5861327,"Diurnal","Carnivore","Shrubland","Not colonial",0.012257664,0,25.80880258,58.5,7.612125,233,2.36735592102602,7.2141965474552,15,6
"Accipiter virgatus","Accipiter_virgatus","Besra","ACCIPITRIFORMES","LC","Altitudinal Migrant",7.2,4397993.62615364,"Diurnal","Carnivore","Forest","Not colonial",-0.036999811,0,24.03377699,48.5,5.297049,116.3,2.06557971472845,6.64325459561861,3,2
"Aceros cassidix","Aceros_cassidix","Knobbed Hornbill","BUCEROTIFORMES","VU","Not a Migrant",19,164525.737848203,"Diurnal","Herbivore","Forest","Not colonial",-1.04490994,0,34.00729781,76,11.742531,2360,3.37291200297011,5.21623384715588,4,3
"Aceros comatus","Aceros_comatus","White-crowned Hornbill","BUCEROTIFORMES","NT","Not a Migrant",19,1179088.47942532,"Diurnal","Omnivore","Forest","Not colonial",-0.149151391,0,35.320032005,27,20.345031,1470,3.16731733474818,6.07154639600636,4,3
"Aceros corrugatus","Aceros_corrugatus","Wrinkled Hornbill","BUCEROTIFORMES","NT","Not a Migrant",19,892567.234517904,"Diurnal","Herbivore","Forest","Not colonial",-0.157181568,0,34.62933702,73,11.785396,1590,3.20139712432045,5.95064094016836,7,4
"Aceros everetti","Aceros_everetti","Sumba Hornbill","BUCEROTIFORMES","VU","Not a Migrant",19,10704.5323848693,"Diurnal","Herbivore","Forest","Not colonial",-1.04490994,358.2971966,29.92401765,68,11.100507,NA,NA,4.0295677003921,1,1
"Aceros leucocephalus","Aceros_leucocephalus","Writhed Hornbill","BUCEROTIFORMES","NT","Not a Migrant",19,89999.6722592376,"Diurnal","Herbivore","Forest","Not colonial",-1.261632066,0,30.55425204,46,11.123124,1086,3.03582982525283,4.95424092792528,1,1
"Aceros narcondami","Aceros_narcondami","Narcondam Hornbill","BUCEROTIFORMES","EN","Not a Migrant",19,6.51060539233136,"Diurnal","Herbivore","Forest","Not colonial",-1.078051578,391.304706,29.93336206,40,11.043736,700,2.84509804001426,0.813621373564306,0,0
"Aceros nipalensis","Aceros_nipalensis","Rufous-necked Hornbill","BUCEROTIFORMES","VU","Not a Migrant",19,284377.118608798,"Diurnal","Herbivore","Forest","Not colonial",-0.06162846,36.01917954,31.10591624,69,16.543158,2385,3.37748838337613,5.45389464950601,10,6
"Aceros plicatus","Aceros_plicatus","Papuan Hornbill","BUCEROTIFORMES","LC","Not a Migrant",19,754092.388057802,"Diurnal","Herbivore","Forest","Not colonial",-0.18834393,0,31.63072375,48,8.60843,1706.5,3.23210629261466,5.87742455696488,1,1
"Aceros subruficollis","Aceros_subruficollis","Plain-pouched Hornbill","BUCEROTIFORMES","VU","Not a Migrant",19,72268.1031757972,"Diurnal","Herbivore","Forest","Not colonial",-0.344881584,111.7470238,31.42054198,49,11.076715,2042,3.31005573775089,4.85894665592051,2,2
"Aceros undulatus","Aceros_undulatus","Wreathed Hornbill","BUCEROTIFORMES","LC","Not a Migrant",19,3224903.62267143,"Diurnal","Herbivore","Forest","Not colonial",-0.061184836,0,32.420252675,52.5,8.444463,2232.5,3.34879146756058,6.50851674012868,5,5
"Aceros waldeni","Aceros_waldeni","Rufous-headed Hornbill","BUCEROTIFORMES","CR","Not a Migrant",19,11113.858324911,"Diurnal","Herbivore","Forest","Not colonial",-1.261632066,89.2898698,30.06556128,54,11.152742,NA,NA,4.04586485626963,0,0
"Achaetops pycnopygius","Achaetops_pycnopygius","Rockrunner","PASSERIFORMES","LC","Not a Migrant",3.6,628168.737112834,"Diurnal","Carnivore","Rocky areas (eg. inland cliffs, mountain peaks)","Not colonial",0.043179139,837.8135027,28.42869211,46,14.880245,28.29999924,1.45178642386126,5.79807631850432,7,5
"Acridotheres albocinctus","Acridotheres_albocinctus","Collared Myna","PASSERIFORMES","LC","Not a Migrant",3.9,98857.5367683402,"Diurnal","Omnivore","Grassland","Colonial",-0.368518149,120.109434,32.27840707,46,1.957131,NA,NA,4.99500978495093,3,3
"Acridotheres cinereus","Acridotheres_cinereus","Pale-bellied Myna","PASSERIFORMES","LC","Not a Migrant",3.9,20065.9521906609,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",-0.278151187,0,25.95355228,44,1.991661,NA,NA,4.30245977315722,0,0
"Acridotheres cristatellus","Acridotheres_cristatellus","Crested Myna","PASSERIFORMES","LC","Not a Migrant",3.9,3073022.73613907,"Diurnal","Omnivore","Artificial/Terrestrial","Colonial",-0.026025972,0,32.36602026,44,1.821817,116.5,2.06632592536204,6.48756577344974,1,1
"Acridotheres fuscus","Acridotheres_fuscus","Jungle Myna","PASSERIFORMES","LC","Not a Migrant",3.9,2411062.82242471,"Diurnal","Omnivore","Forest","Colonial",-0.098916754,0,25.38486794,62,1.991661,82.8,1.91803033678488,6.3822085264608,1,1
"Acridotheres ginginianus","Acridotheres_ginginianus","Bank Myna","PASSERIFORMES","LC","Not a Migrant",3.9,1525148.3010403,"Diurnal","Omnivore","Artificial/Terrestrial","Colonial",-0.254761574,0,30.25595502,64,2.997829,72,1.85733249643127,6.18331207528413,0,0
"Acridotheres grandis","Acridotheres_grandis","White-vented Myna","PASSERIFORMES","LC","Not a Migrant",3.9,1707128.81191638,"Diurnal","Carnivore","Grassland","Not colonial",-0.068977456,0,32.95818166,46,1.821817,99,1.99563519459755,6.23226629217148,0,0
"Acridotheres tristis","Acridotheres_tristis","Common Myna","PASSERIFORMES","LC","Not a Migrant",3.9,7194958.95230572,"Diurnal","Omnivore","Artificial/Terrestrial","Not colonial",-0.015705093,0,27.83334883,48.5,2.997829,116.6,2.066698550423,6.8570283206023,2,2
"Acrobatornis fonsecai","Acrobatornis_fonsecai","Pink-legged Graveteiro","PASSERIFORMES","VU","Not a Migrant",3.8,2269.01943764792,"Diurnal","Carnivore","Forest","Not colonial",-0.254519398,189.4104914,24.10154049,34,5.196025,13.7,1.13672056715641,3.35583821630233,1,1
"Acrocephalus aedon","Acrocephalus_aedon","Thick-billed Warbler","PASSERIFORMES","LC","Full Migrant",4.4,6920425.10075284,"Diurnal","Carnivore","Shrubland","Not colonial",-0.025322661,0,19.75314412,26.5,9.683219,22.4,1.35024801833416,6.84013277267075,2,1
"Acrocephalus aequinoctialis","Acrocephalus_aequinoctialis","Kiritimati Reed-warbler","PASSERIFORMES","EN","Not a Migrant",4.4,460.633765972615,"Diurnal","Carnivore","Shrubland","Not colonial",1.123591457,1857.936417,25.39867816,25,1.947724,25,1.39794000867204,2.6633557700114,0,0
"Acrocephalus agricola","Acrocephalus_agricola","Paddyfield Warbler","PASSERIFORMES","LC","Full Migrant",4.4,9181271.42046554,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.028220629,0,23.00603454,31,5.614464,9.6,0.982271233039568,6.962902826371,15,8
"Acrocephalus arundinaceus","Acrocephalus_arundinaceus","Great Reed-warbler","PASSERIFORMES","LC","Full Migrant",4.2,17712722.3805057,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.005445603,0,23.52930118,31,3.678549,30,1.47712125471966,7.24828531579018,39,9
"Acrocephalus atyphus","Acrocephalus_atyphus","Tuamotu Reed-warbler","PASSERIFORMES","LC","Not a Migrant",4.4,611.15918057162,"Diurnal","Carnivore","Shrubland","Not colonial",0.265364967,1105.932113,24.68254437,33,1.633647,NA,NA,2.78615433993199,0,0
"Acrocephalus australis","Acrocephalus_australis","Australian Reed-warbler","PASSERIFORMES","LC","Full Migrant",4.4,3885613.7045967,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",1.109268882,0,23.29140943,35,1.948618,17.7,1.24797326636181,6.58945962222847,0,0
"Acrocephalus baeticatus","Acrocephalus_baeticatus","African Reed Warbler","PASSERIFORMES","LC","Full Migrant",4.3,15045134.4586204,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.004926086,0,19.90512397,32,4.105373,10.2,1.00860017176192,7.17739607339055,10,5
"Acrocephalus bistrigiceps","Acrocephalus_bistrigiceps","Black-browed Reed-warbler","PASSERIFORMES","LC","Full Migrant",4.4,3220833.70431913,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.028932775,0,23.39986972,28,6.889989,8.7,0.939519252618618,6.50796830223013,2,2
"Acrocephalus brevipennis","Acrocephalus_brevipennis","Cape Verde Warbler","PASSERIFORMES","EN","Not a Migrant",4.4,1324.46015540518,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",0.731836251,556.374375,26.10044118,32,2.970217,16,1.20411998265592,3.12203889766689,1,1
"Acrocephalus caffer","Acrocephalus_caffer","Tahiti Reed-warbler","PASSERIFORMES","EN","Not a Migrant",4.4,266.979809615734,"Diurnal","Carnivore","Forest","Not colonial",0.265364967,947.4787291,23.32298324,33,1.830693,NA,NA,2.42647841902739,0,0
"Acrocephalus concinens","Acrocephalus_concinens","Blunt-winged Warbler","PASSERIFORMES","LC","Full Migrant",4.4,1968832.93456187,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.029884387,0,18.42950905,29,5.226354,8.3,0.919078092376074,6.29420886561696,0,0
"Acrocephalus dumetorum","Acrocephalus_dumetorum","Blyth's Reed-warbler","PASSERIFORMES","LC","Full Migrant",4.4,10766145.1712267,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.010414543,0,19.87025292,25,6.298932,11.2,1.04921802267018,7.03206023156713,12,5
"Acrocephalus familiaris","Acrocephalus_familiaris","Millerbird","PASSERIFORMES","CR","Not a Migrant",4.4,1.55397617849261,"Diurnal","Carnivore","Shrubland","Not colonial",0.691708279,371.7687054,25.16104074,32,2.352659,18.3,1.26245108973043,0.191444357046295,0,0
"Acrocephalus gracilirostris","Acrocephalus_gracilirostris","Lesser Swamp-warbler","PASSERIFORMES","LC","Not a Migrant",4,4810406.99256252,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.018238947,0,20.24691469,25,3.874522,14.4,1.15836249209525,6.68218182214235,1,1
"Acrocephalus griseldis","Acrocephalus_griseldis","Basra Reed-warbler","PASSERIFORMES","EN","Full Migrant",4.4,90685.0786981225,"Diurnal","Carnivore","Shrubland","Not colonial",-0.059143349,0,21.53573143,28,7.309905,16.7,1.22271647114758,4.95753583422473,2,1
"Acrocephalus kerearako","Acrocephalus_kerearako","Cook Islands Reed-warbler","PASSERIFORMES","NT","Not a Migrant",4.4,69.4477576169074,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",1.365431249,202.6363782,NA,NA,1.832676,22.5,1.35218251811136,1.84165822746276,0,0
"Acrocephalus melanopogon","Acrocephalus_melanopogon","Moustached Warbler","PASSERIFORMES","LC","Full Migrant",4.4,2128978.20353738,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.012105097,0,27.3294976,33.5,6.261162,10.9,1.03742649794062,6.32817121515749,24,6
"Acrocephalus mendanae","Acrocephalus_mendanae","Marquesan Reed-warbler","PASSERIFORMES","LC","Not a Migrant",4.4,593.466848062944,"Diurnal","Carnivore","Shrubland","Not colonial",0.265364967,2048.990521,28.58641222,36,1.635493,NA,NA,2.77339646363525,0,0
"Acrocephalus newtoni","Acrocephalus_newtoni","Madagascar Swamp-warbler","PASSERIFORMES","LC","Not a Migrant",4.4,591120.395693164,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.579956805,1058.841989,21.75359876,28,3.612666,17,1.23044892137827,5.77167594426545,0,0
"Acrocephalus orinus","Acrocephalus_orinus","Large-billed Reed-warbler","PASSERIFORMES","DD","Full Migrant",4.4,22444.3453756665,"Diurnal","Carnivore","Shrubland","Not colonial",-0.177555304,0,26.38915919,47,6.289748,NA,NA,4.35110694304657,0,0
"Acrocephalus paludicola","Acrocephalus_paludicola","Aquatic Warbler","PASSERIFORMES","VU","Full Migrant",4.4,182551.451325338,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.003080357,0,27.53186053,32,6.821142,11.6,1.06445798922692,5.26138529003886,23,9
"Acrocephalus palustris","Acrocephalus_palustris","Marsh Warbler","PASSERIFORMES","LC","Full Migrant",4.4,5999970.12577094,"Diurnal","Carnivore","Shrubland","Not colonial",-0.011758841,0,23.54133301,33,6.353201,11.5,1.06069784035361,6.77814908800945,18,8
"Acrocephalus rehsei","Acrocephalus_rehsei","Nauru Reed-warbler","PASSERIFORMES","VU","Not a Migrant",4.4,18.2978098941681,"Diurnal","Carnivore","Forest","Not colonial",0.844323957,2140.169951,NA,NA,4.583889,NA,NA,1.26239911116223,0,0
"Acrocephalus rimatarae","Acrocephalus_rimatarae","Rimatara Reed-warbler","PASSERIFORMES","VU","Not a Migrant",4.4,4.28370741138776,"Diurnal","Carnivore","Forest","Not colonial",0.265364967,695.1495954,25.84483328,34,1.834385,26.5,1.42324587393681,0.631819799704342,0,0
"Acrocephalus rodericanus","Acrocephalus_rodericanus","Rodrigues Warbler","PASSERIFORMES","NT","Not a Migrant",4.4,2.73213973529823,"Diurnal","Carnivore","Shrubland","Not colonial",0.889940667,7.340764749,30.37955513,31,4.868361,11.8,1.07188200730613,0.43650290757063,0,0
"Acrocephalus rufescens","Acrocephalus_rufescens","Greater Swamp-warbler","PASSERIFORMES","LC","Not a Migrant",4.4,1392765.37612129,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.044461181,0,17.37101955,26.5,2.971827,22.75,1.35698140099313,6.14387796176639,2,1
"Acrocephalus schoenobaenus","Acrocephalus_schoenobaenus","Sedge Warbler","PASSERIFORMES","LC","Full Migrant",3.6,11970251.339733,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.008987473,0,25.11467474,34,6.225147,11.85,1.07371835034612,7.07810326939665,5,4
"Acrocephalus scirpaceus","Acrocephalus_scirpaceus","Eurasian Reed-warbler","PASSERIFORMES","LC","Full Migrant",4.3,15045134.4586204,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.004926086,0,19.90512397,32,4.099275,12.3,1.0899051114394,7.17739607339055,10,5
"Acrocephalus sechellensis","Acrocephalus_sechellensis","Seychelles Warbler","PASSERIFORMES","NT","Not a Migrant",7.6,0.433960244359381,"Diurnal","Carnivore","Shrubland","Not colonial",0.793771591,1514.50127,25.14632704,30,3.611673,15.9,1.20139712432045,-0.362550054925704,6,5
"Acrocephalus sorghophilus","Acrocephalus_sorghophilus","Streaked Reed-warbler","PASSERIFORMES","EN","Full Migrant",4.4,NA,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-1.261632066,21.99580075,27.60445836,36,4.47092,NA,NA,NA,0,0
"Acrocephalus stentoreus","Acrocephalus_stentoreus","Clamorous Reed-warbler","PASSERIFORMES","LC","Full Migrant",4.4,5458900.98765789,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.021032867,0,21.82386881,30.75,3.119068,24.2,1.38381536598043,6.73710521723987,2,1
"Acrocephalus syrinx","Acrocephalus_syrinx","Caroline Islands Reed-warbler","PASSERIFORMES","LC","Not a Migrant",4.4,562.183665689089,"Diurnal","Carnivore","Grassland","Not colonial",0.967861263,652.5854694,25.04144046,31,4.534934,NA,NA,2.74987822297873,0,0
"Acrocephalus taiti","Acrocephalus_taiti","Henderson Reed-warbler","PASSERIFORMES","VU","Not a Migrant",6.9,41.1120078887817,"Diurnal","Carnivore","Forest","Not colonial",0.779649984,3002.647483,32.29993888,23,1.727692,24.3,1.38560627359831,1.61396868801176,0,0
"Acrocephalus tangorum","Acrocephalus_tangorum","Manchurian Reed-warbler","PASSERIFORMES","VU","Full Migrant",4.4,752291.594806679,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.097569438,0,21.06398435,31,5.210123,NA,NA,5.8763862095668,0,0
"Acrocephalus vaughani","Acrocephalus_vaughani","Pitcairn Reed-warbler","PASSERIFORMES","EN","Not a Migrant",4.4,4.79538976183152,"Diurnal","Carnivore","Forest","Not colonial",0.779649984,2868.583845,26.53085054,28,1.726476,24.5,1.38916608436453,0.680823911722207,0,0
"Acropternis orthonyx","Acropternis_orthonyx","Ocellated Tapaculo","PASSERIFORMES","LC","Not a Migrant",3.2,112911.931690933,"Diurnal","Carnivore","Forest","Not colonial",-0.202699551,0,32.90838394,42.5,16.058159,90,1.95424250943932,5.05273983735218,0,0
"Acryllium vulturinum","Acryllium_vulturinum","Vulturine Guineafowl","GALLIFORMES","LC","Not a Migrant",3.9,1226595.31303441,"Diurnal","Herbivore","Savanna","Not colonial",-0.31913443,57.48499271,36.17337476,43,16.046514,1330,3.12385164096709,6.08870130086413,13,4
"Actenoides bougainvillei","Actenoides_bougainvillei","Moustached Kingfisher","CORACIIFORMES","EN","Not a Migrant",6.6,6382.97792798806,"Diurnal","Omnivore","Forest","Not colonial",-0.919770684,830.0374768,NA,NA,7.271062,NA,NA,3.80502334266425,0,0
"Actenoides concretus","Actenoides_concretus","Rufous-collared Kingfisher","CORACIIFORMES","NT","Not a Migrant",6.6,1024430.30704617,"Diurnal","Carnivore","Forest","Not colonial",-0.149667455,0,38.14027446,74,7.850757,73.5,1.86628733908419,6.01048241828157,0,0
"Actenoides hombroni","Actenoides_hombroni","Blue-capped Kingfisher","CORACIIFORMES","VU","Not a Migrant",6.6,24714.2524582427,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,14.59189223,30.06249128,72.5,7.332576,117,2.06818586174616,4.3929474787187,1,1
"Actenoides lindsayi","Actenoides_lindsayi","Spotted Kingfisher","CORACIIFORMES","LC","Not a Migrant",6.6,106620.867480796,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,0.293760095,28.619012955,73,7.821133,93.35,1.9701143222851,5.02784221167788,0,0
"Actenoides monachus","Actenoides_monachus","Green-backed Kingfisher","CORACIIFORMES","NT","Not a Migrant",6.6,72249.8484964309,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,166.0382875,25.54068388,71.5,7.239702,NA,NA,4.85883694074024,3,2
"Actenoides princeps","Actenoides_princeps","Scaly Kingfisher","CORACIIFORMES","NT","Not a Migrant",6.6,100980.438338508,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,11.35747781,30.52095201,58.5,7.35739,NA,NA,5.00423725156032,0,0
"Actinodura egertoni","Actinodura_egertoni","Rusty-fronted Barwing","PASSERIFORMES","LC","Not a Migrant",5.5,234526.400314725,"Diurnal","Carnivore","Forest","Not colonial",-0.199694809,171.3757906,24.75730101,59,3.995298,36,1.55630250076729,5.37019173773619,2,2
"Actinodura morrisoniana","Actinodura_morrisoniana","Taiwan Barwing","PASSERIFORMES","LC","Not a Migrant",5.5,11919.3919018945,"Diurnal","Carnivore","Forest","Not colonial",0.702655,33.01918185,22.34234696,41,3.079551,24,1.38021124171161,4.07625409933138,1,1
"Actinodura nipalensis","Actinodura_nipalensis","Hoary-throated Barwing","PASSERIFORMES","LC","Not a Migrant",5.5,108961.642863887,"Diurnal","Carnivore","Forest","Not colonial",-0.174134362,284.0840207,25.82790867,53,3.724608,44,1.64345267648619,5.03727364267207,1,1
"Actinodura ramsayi","Actinodura_ramsayi","Spectacled Barwing","PASSERIFORMES","LC","Not a Migrant",5.5,58115.9278682423,"Diurnal","Carnivore","Forest","Not colonial",-0.573417644,0,24.49561922,51.5,3.999361,38.4,1.58433122436753,4.76429517606113,0,0
"Actinodura sodangorum","Actinodura_sodangorum","Black-crowned Barwing","PASSERIFORMES","NT","Not a Migrant",5.5,10456.8534828324,"Diurnal","Carnivore","Shrubland","Not colonial",0.08157036,65.15695119,23.81067636,40,3.199619,NA,NA,4.0194010229043,2,1
"Actinodura souliei","Actinodura_souliei","Streaked Barwing","PASSERIFORMES","LC","Not a Migrant",5.5,160938.810024673,"Diurnal","Carnivore","Forest","Not colonial",-0.143858797,59.63288472,28.50376836,68,2.617403,NA,NA,5.20666078584623,0,0
"Actinodura waldeni","Actinodura_waldeni","Streak-throated Barwing","PASSERIFORMES","LC","Not a Migrant",5.5,350593.591824828,"Diurnal","Omnivore","Forest","Not colonial",-0.223999654,113.1482098,27.25475121,56.5,2.615476,47.5,1.67669360962487,5.54480397376419,1,1
"Actitis hypoleucos","Actitis_hypoleucos","Common Sandpiper","CHARADRIIFORMES","LC","Full Migrant",6.8,25854975.6320012,"Diurnal","Omnivore","Wetlands (inland)","Not colonial",-0.004541213,0,29.7095839,29,21.494293,48,1.68124123737559,7.41254413279104,8,5
"Actitis macularius","Actitis_macularius","Spotted Sandpiper","CHARADRIIFORMES","LC","Full Migrant",5.8,13626995.1372974,"Diurnal","Carnivore","Artificial/Aquatic & Marine","Not colonial",0.00425283,0,29.16850004,42,21.494293,40.4,1.6063813651106,7.13440010094391,12,5
"Actophilornis africanus","Actophilornis_africanus","African Jacana","CHARADRIIFORMES","LC","Nomadic",4.8,16987771.0713596,"Diurnal","Carnivore","Artificial/Aquatic & Marine","Not colonial",-0.022745166,0,31.19076896,55,20.126094,199,2.29885307640971,7.23013639976889,28,9
"Actophilornis albinucha","Actophilornis_albinucha","Madagascar Jacana","CHARADRIIFORMES","NT","Not a Migrant",4.8,113011.732523232,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.579956805,1058.841989,26.46001505,44,20.126094,239,2.37839790094814,5.05312353291348,0,0
"Adelomyia melanogenys","Adelomyia_melanogenys","Speckled Hummingbird","APODIFORMES","LC","Not a Migrant",4.2,620184.632024547,"Diurnal","Herbivore","Forest","Not colonial",-0.112412171,0,31.77581678,114,10.591023,4.95,0.694605198933569,5.79252100035724,2,2
"Aechmophorus clarkii","Aechmophorus_clarkii","Clark's Grebe","PODICIPEDIFORMES","LC","Full Migrant",8,3588446.20231378,"Diurnal","Carnivore","Wetlands (inland)","Colonial",0.110061326,0,31.54738583,38,18.198204,1102.25,3.04228010749836,6.55490643971048,2,2
"Aechmophorus occidentalis","Aechmophorus_occidentalis","Western Grebe","PODICIPEDIFORMES","LC","Full Migrant",8,4866498.61285022,"Diurnal","Carnivore","Wetlands (inland)","Colonial",0.09603916,0,27.78630499,37,18.198204,1155.75,3.06286390211012,6.68721660391985,5,4
"Aegithalos caudatus","Aegithalos_caudatus","Long-tailed Tit","PASSERIFORMES","LC","Not a Migrant",4.2,18233591.6954032,"Diurnal","Carnivore","Forest","Not colonial",-0.00875745,0,31.89799438,25.33333333,7.871647,8.6,0.934498451243568,7.26087222542143,6,4
"Aegithalos concinnus","Aegithalos_concinnus","Black-throated Tit","PASSERIFORMES","LC","Not a Migrant",4.2,2797293.87651887,"Diurnal","Carnivore","Forest","Not colonial",-0.064269473,0,27.70976277,47.5,9.041682,6.1,0.785329835010767,6.44673809463255,2,1
"Aegithalos fuliginosus","Aegithalos_fuliginosus","White-necklaced Tit","PASSERIFORMES","LC","Not a Migrant",4.2,215449.095699959,"Diurnal","Omnivore","Shrubland","Not colonial",-0.393869028,44.67260432,26.29519832,27,4.936909,6,0.778151250383644,5.33334467557295,1,1
"Aegithalos iouschistos","Aegithalos_iouschistos","Black-browed Tit","PASSERIFORMES","LC","Altitudinal Migrant",4.2,88018.432541556,"Diurnal","Carnivore","Forest","Colonial",-0.126050008,460.5740824,24.80984821,38,4.936909,7,0.845098040014257,4.9445736302504,1,1
"Aegithalos leucogenys","Aegithalos_leucogenys","White-cheeked Tit","PASSERIFORMES","LC","Altitudinal Migrant",4.2,171565.558129326,"Diurnal","Carnivore","Forest","Not colonial",-0.788954688,85.01796788,22.99843207,45,9.041682,6.75,0.829303772831025,5.23443010743061,0,0
"Aegithalos niveogularis","Aegithalos_niveogularis","White-throated Tit","PASSERIFORMES","LC","Not a Migrant",4.2,180603.070977186,"Diurnal","Carnivore","Forest","Not colonial",-0.23435908,30.0982283,20.19256321,37,5.641316,7.8,0.89209460269048,5.25672513078982,0,0
"Aegithina lafresnayei","Aegithina_lafresnayei","Great Iora","PASSERIFORMES","LC","Not a Migrant",4.8,1675865.14101876,"Diurnal","Carnivore","Forest","Not colonial",-0.068002162,0,44.11770978,44.375,11.923777,NA,NA,6.22423906747572,0,0
"Aegithina nigrolutea","Aegithina_nigrolutea","White-tailed Iora","PASSERIFORMES","LC","Not a Migrant",4.8,713974.817756237,"Diurnal","Carnivore","Shrubland","Not colonial",-0.538464312,0,50.27716431,42,11.861367,12,1.07918124604762,5.85368289426585,2,1
"Aegithina tiphia","Aegithina_tiphia","Common Iora","PASSERIFORMES","LC","Not a Migrant",4.8,6355433.73214788,"Diurnal","Carnivore","Forest","Not colonial",-0.052132842,0,46.75659547,45,11.87072,12,1.07918124604762,6.80314519470917,3,3
"Aegithina viridissima","Aegithina_viridissima","Green Iora","PASSERIFORMES","NT","Not a Migrant",4.8,1109607.10408066,"Diurnal","Carnivore","Forest","Not colonial",-0.143218607,0,33.19195671,38,11.913839,13.4,1.12710479836481,6.04516922857456,0,0
"Aegolius acadicus","Aegolius_acadicus","Northern Saw-whet Owl","STRIGIFORMES","LC","Full Migrant",5.4,5712889.59019783,"Nocturnal","Carnivore","Artificial/Terrestrial","Not colonial",0.128690699,0,24.67511272,58.5,15.398235,104.2,2.01786771896351,6.7568558307766,4,3
"Aegolius funereus","Aegolius_funereus","Boreal Owl","STRIGIFORMES","LC","Full Migrant",5.8,23593718.1368346,"Nocturnal","Carnivore","Forest","Not colonial",-0.005107457,0,25.24688824,50.33333333,17.917629,140.666666666667,2.14819119624201,7.37279638679776,37,12
"Aegolius harrisii","Aegolius_harrisii","Buff-fronted Owl","STRIGIFORMES","LC","Not a Migrant",5.6,1098568.56980219,"Nocturnal","Omnivore","Forest","Not colonial",-0.022453791,0,30.55415509,50,15.398038,120,2.07918124604762,6.04082716963825,1,1
"Aegolius ridgwayi","Aegolius_ridgwayi","Southern Saw-whet Owl","STRIGIFORMES","LC","Not a Migrant",5.6,43992.7057368259,"Nocturnal","Carnivore","Forest","Not colonial",-0.131571691,83.85115316,24.75728713,46,13.677534,80,1.90308998699194,4.64338067373944,0,0
"Aegotheles albertisi","Aegotheles_albertisi","Mountain Owlet-nightjar","APODIFORMES","LC","Not a Migrant",5.4,95188.3530060435,"Nocturnal","Carnivore","Forest","Not colonial",-0.465855253,41.53267004,23.82273139,52.66666667,31.264933,35.2,1.54654266347813,4.97858381251631,0,0
