order,family_name,family,common_name,birdlife,type,scientific_name
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Pied Goshawk,Accipiter albogularis,scientific_name,Accipiter albogularis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Shikra,Accipiter badius,scientific_name,Accipiter badius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bicolored Hawk,Accipiter bicolor,scientific_name,Accipiter bicolor
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bicolored Hawk,Accipiter bicolor,synonym_1,Accipiter chilensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",New Britain Sparrowhawk,Accipiter brachyurus,scientific_name,Accipiter brachyurus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Sharp-shinned Hawk,Accipiter striatus,synonym_1,Accipiter chionogaster
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Sharp-shinned Hawk,Accipiter striatus,synonym_2,Accipiter erythronemius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Sharp-shinned Hawk,Accipiter striatus,synonym_3,Accipiter ventralis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Levant Sparrowhawk,Accipiter brevipes,scientific_name,Accipiter brevipes
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Nicobar Sparrowhawk,Accipiter butleri,scientific_name,Accipiter butleri
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Chestnut-flanked Sparrowhawk,Accipiter castanilius,scientific_name,Accipiter castanilius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Collared Sparrowhawk,Accipiter cirrocephalus,scientific_name,Accipiter cirrocephalus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Collared Sparrowhawk,Accipiter cirrocephalus,synonym_1,Accipiter cirrhocephalus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Semi-collared Hawk,Accipiter collaris,scientific_name,Accipiter collaris
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cooper's Hawk,Accipiter cooperii,scientific_name,Accipiter cooperii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rufous-necked Sparrowhawk,Accipiter erythrauchen,scientific_name,Accipiter erythrauchen
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red-legged Sparrowhawk,Accipiter erythropus,scientific_name,Accipiter erythropus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Brown Goshawk,Accipiter fasciatus,scientific_name,Accipiter fasciatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Frances's Sparrowhawk,Accipiter francesiae,scientific_name,Accipiter francesiae
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Frances's Sparrowhawk,Accipiter francesiae,synonym_1,Accipiter francesii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Northern Goshawk,Accipiter gentilis,scientific_name,Accipiter gentilis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Sulawesi Goshawk,Accipiter griseiceps,scientific_name,Accipiter griseiceps
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Japanese Sparrowhawk,Accipiter gularis,scientific_name,Accipiter gularis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Gundlach's Hawk,Accipiter gundlachi,scientific_name,Accipiter gundlachi
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-bellied Goshawk,Accipiter haplochrous,scientific_name,Accipiter haplochrous
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Moluccan Goshawk,Accipiter henicogrammus,scientific_name,Accipiter henicogrammus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Henst's Goshawk,Accipiter henstii,scientific_name,Accipiter henstii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Variable Goshawk,Accipiter hiogaster,scientific_name,Accipiter hiogaster
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Imitator Goshawk,Accipiter imitator,scientific_name,Accipiter imitator
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slaty-backed Goshawk,Accipiter luteoschistaceus,scientific_name,Accipiter luteoschistaceus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Madagascar Sparrowhawk,Accipiter madagascariensis,scientific_name,Accipiter madagascariensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black-mantled Goshawk,Accipiter melanochlamys,scientific_name,Accipiter melanochlamys
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black Sparrowhawk,Accipiter melanoleucus,scientific_name,Accipiter melanoleucus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Meyer's Goshawk,Accipiter meyerianus,scientific_name,Accipiter meyerianus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Little Sparrowhawk,Accipiter minullus,scientific_name,Accipiter minullus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Dwarf Sparrowhawk,Accipiter nanus,scientific_name,Accipiter nanus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Eurasian Sparrowhawk,Accipiter nisus,scientific_name,Accipiter nisus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grey Goshawk,Accipiter novaehollandiae,scientific_name,Accipiter novaehollandiae
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Ovambo Sparrowhawk,Accipiter ovampensis,scientific_name,Accipiter ovampensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grey-headed Goshawk,Accipiter poliocephalus,scientific_name,Accipiter poliocephalus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grey-bellied Goshawk,Accipiter poliogaster,scientific_name,Accipiter poliogaster
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",New Britain Goshawk,Accipiter princeps,scientific_name,Accipiter princeps
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Vinous-breasted Sparrowhawk,Accipiter rhodogaster,scientific_name,Accipiter rhodogaster
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Fiji Goshawk,Accipiter rufitorques,scientific_name,Accipiter rufitorques
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rufous-breasted Sparrowhawk,Accipiter rufiventris,scientific_name,Accipiter rufiventris
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Chinese Sparrowhawk,Accipiter soloensis,scientific_name,Accipiter soloensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Sharp-shinned Hawk,Accipiter striatus,scientific_name,Accipiter striatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Tiny Hawk,Accipiter superciliosus,scientific_name,Accipiter superciliosus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Lesser Sundas Goshawk,Accipiter sylvestris,scientific_name,Accipiter sylvestris
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Goshawk,Accipiter tachiro,scientific_name,Accipiter tachiro
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red-chested Goshawk,Accipiter toussenelii,scientific_name,Accipiter toussenelii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Spot-tailed Goshawk,Accipiter trinotatus,scientific_name,Accipiter trinotatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Crested Goshawk,Accipiter trivirgatus,scientific_name,Accipiter trivirgatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Besra,Accipiter virgatus,scientific_name,Accipiter virgatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cinereous Vulture,Aegypius monachus,scientific_name,Aegypius monachus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Spanish Imperial Eagle,Aquila adalberti,scientific_name,Aquila adalberti
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cassin's Hawk-eagle,Aquila africana,scientific_name,Aquila africana
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cassin's Hawk-eagle,Aquila africana,synonym_1,Spizaetus africanus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cassin's Hawk-eagle,Aquila africana,synonym_2,Aquila africanus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Wedge-tailed Eagle,Aquila audax,scientific_name,Aquila audax
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Golden Eagle,Aquila chrysaetos,scientific_name,Aquila chrysaetos
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bonelli's Eagle,Aquila fasciata,scientific_name,Aquila fasciata
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bonelli's Eagle,Aquila fasciata,synonym_1,Hieraaetus fasciatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bonelli's Eagle,Aquila fasciata,synonym_2,Aquila fasciatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Gurney's Eagle,Aquila gurneyi,scientific_name,Aquila gurneyi
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Eastern Imperial Eagle,Aquila heliaca,scientific_name,Aquila heliaca
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Steppe Eagle,Aquila nipalensis,scientific_name,Aquila nipalensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Tawny Eagle,Aquila rapax,scientific_name,Aquila rapax
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Hawk-eagle,Aquila spilogaster,scientific_name,Aquila spilogaster
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Hawk-eagle,Aquila spilogaster,synonym_1,Hieraaetus spilogaster
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Verreaux's Eagle,Aquila verreauxii,scientific_name,Aquila verreauxii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Cuckoo-hawk,Aviceda cuculoides,scientific_name,Aviceda cuculoides
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Jerdon's Baza,Aviceda jerdoni,scientific_name,Aviceda jerdoni
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black Baza,Aviceda leuphotes,scientific_name,Aviceda leuphotes
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Madagascar Cuckoo-hawk,Aviceda madagascariensis,scientific_name,Aviceda madagascariensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Pacific Baza,Aviceda subcristata,scientific_name,Aviceda subcristata
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black-collared Hawk,Busarellus nigricollis,scientific_name,Busarellus nigricollis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grey-faced Buzzard,Butastur indicus,scientific_name,Butastur indicus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rufous-winged Buzzard,Butastur liventer,scientific_name,Butastur liventer
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grasshopper Buzzard,Butastur rufipennis,scientific_name,Butastur rufipennis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-eyed Buzzard,Butastur teesa,scientific_name,Butastur teesa
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-throated Hawk,Buteo albigula,scientific_name,Buteo albigula
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Zone-tailed Hawk,Buteo albonotatus,scientific_name,Buteo albonotatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Augur Buzzard,Buteo augur,scientific_name,Buteo augur
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Augur Buzzard,Buteo augur,synonym_1,Buteo archeri
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red-necked Buzzard,Buteo auguralis,scientific_name,Buteo auguralis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Madagascar Buzzard,Buteo brachypterus,scientific_name,Buteo brachypterus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Short-tailed Hawk,Buteo brachyurus,scientific_name,Buteo brachyurus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Eurasian Buzzard,Buteo buteo,scientific_name,Buteo buteo
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Galapagos Hawk,Buteo galapagoensis,scientific_name,Buteo galapagoensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Upland Buzzard,Buteo hemilasius,scientific_name,Buteo hemilasius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red-tailed Hawk,Buteo jamaicensis,scientific_name,Buteo jamaicensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Japanese Buzzard,Buteo japonicus,scientific_name,Buteo japonicus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rough-legged Buzzard,Buteo lagopus,scientific_name,Buteo lagopus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red-shouldered Hawk,Buteo lineatus,scientific_name,Buteo lineatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grey-lined Hawk,Buteo nitidus,scientific_name,Buteo nitidus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Mountain Buzzard,Buteo oreophilus,scientific_name,Buteo oreophilus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grey Hawk,Buteo plagiatus,scientific_name,Buteo plagiatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Grey Hawk,Buteo plagiatus,synonym_1,Buteo nitidus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Broad-winged Hawk,Buteo platypterus,scientific_name,Buteo platypterus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Himalayan Buzzard,Buteo refectus,scientific_name,Buteo refectus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Ferruginous Hawk,Buteo regalis,scientific_name,Buteo regalis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Ridgway's Hawk,Buteo ridgwayi,scientific_name,Buteo ridgwayi
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Long-legged Buzzard,Buteo rufinus,scientific_name,Buteo rufinus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Jackal Buzzard,Buteo rufofuscus,scientific_name,Buteo rufofuscus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Socotra Buzzard,Buteo socotraensis,scientific_name,Buteo socotraensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Socotra Buzzard,Buteo socotraensis,synonym_1,Buteo rufinus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Hawaiian Hawk,Buteo solitarius,scientific_name,Buteo solitarius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Swainson's Hawk,Buteo swainsoni,scientific_name,Buteo swainsoni
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Forest Buzzard,Buteo trizonatus,scientific_name,Buteo trizonatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rufous-tailed Hawk,Buteo ventralis,scientific_name,Buteo ventralis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rufous Crab-hawk,Buteogallus aequinoctialis,scientific_name,Buteogallus aequinoctialis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Common Black Hawk,Buteogallus anthracinus,scientific_name,Buteogallus anthracinus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Crowned Solitary Eagle,Buteogallus coronatus,scientific_name,Buteogallus coronatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Crowned Solitary Eagle,Buteogallus coronatus,synonym_1,Harpyhaliaetus coronatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cuban Black Hawk,Buteogallus gundlachii,scientific_name,Buteogallus gundlachii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-necked Hawk,Buteogallus lacernulatus,scientific_name,Buteogallus lacernulatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-necked Hawk,Buteogallus lacernulatus,synonym_1,Leucopternis lacernulatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Savanna Hawk,Buteogallus meridionalis,scientific_name,Buteogallus meridionalis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Savanna Hawk,Buteogallus meridionalis,synonym_1,Heterospizias meridionalis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slate-colored Hawk,Buteogallus schistaceus,scientific_name,Buteogallus schistaceus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slate-colored Hawk,Buteogallus schistaceus,synonym_1,Leucopternis schistacea
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slate-colored Hawk,Buteogallus schistaceus,synonym_2,Leucopternis schistaceus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black Solitary Eagle,Buteogallus solitarius,scientific_name,Buteogallus solitarius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black Solitary Eagle,Buteogallus solitarius,synonym_1,Harpyhaliaetus solitarius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Great Black Hawk,Buteogallus urubitinga,scientific_name,Buteogallus urubitinga
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Scissor-tailed Kite,Chelictinia riocourii,scientific_name,Chelictinia riocourii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Hook-billed Kite,Chondrohierax uncinatus,scientific_name,Chondrohierax uncinatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cuban Kite,Chondrohierax wilsonii,scientific_name,Chondrohierax wilsonii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Beaudouin's Snake-eagle,Circaetus beaudouini,scientific_name,Circaetus beaudouini
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Western Banded Snake-eagle,Circaetus cinerascens,scientific_name,Circaetus cinerascens
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Brown Snake-eagle,Circaetus cinereus,scientific_name,Circaetus cinereus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Southern Banded Snake-eagle,Circaetus fasciolatus,scientific_name,Circaetus fasciolatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Short-toed Snake-eagle,Circaetus gallicus,scientific_name,Circaetus gallicus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black-chested Snake-eagle,Circaetus pectoralis,scientific_name,Circaetus pectoralis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Western Marsh-harrier,Circus aeruginosus,scientific_name,Circus aeruginosus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Swamp Harrier,Circus approximans,scientific_name,Circus approximans
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Spotted Harrier,Circus assimilis,scientific_name,Circus assimilis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Long-winged Harrier,Circus buffoni,scientific_name,Circus buffoni
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cinereous Harrier,Circus cinereus,scientific_name,Circus cinereus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Hen Harrier,Circus cyaneus,scientific_name,Circus cyaneus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Northern Harrier,Circus hudsonius,scientific_name,Circus hudsonius
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Northern Harrier,Circus hudsonius,synonym_1,Circus cyaneus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Madagascar Marsh-harrier,Circus macrosceles,scientific_name,Circus macrosceles
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Pallid Harrier,Circus macrourus,scientific_name,Circus macrourus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Reunion Marsh-harrier,Circus maillardi,scientific_name,Circus maillardi
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black Harrier,Circus maurus,scientific_name,Circus maurus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Pied Harrier,Circus melanoleucos,scientific_name,Circus melanoleucos
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Montagu's Harrier,Circus pygargus,scientific_name,Circus pygargus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Marsh-harrier,Circus ranivorus,scientific_name,Circus ranivorus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Eastern Marsh-harrier,Circus spilonotus,scientific_name,Circus spilonotus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Papuan Harrier,Circus spilothorax,scientific_name,Circus spilothorax
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Greater Spotted Eagle,Clanga clanga,scientific_name,Clanga clanga
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Greater Spotted Eagle,Clanga clanga,synonym_1,Aquila clanga
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Indian Spotted Eagle,Clanga hastata,scientific_name,Clanga hastata
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Indian Spotted Eagle,Clanga hastata,synonym_1,Aquila hastata
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Lesser Spotted Eagle,Clanga pomarina,scientific_name,Clanga pomarina
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Lesser Spotted Eagle,Clanga pomarina,synonym_1,Aquila pomarina
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Plumbeous Hawk,Cryptoleucopteryx plumbea,scientific_name,Cryptoleucopteryx plumbea
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Plumbeous Hawk,Cryptoleucopteryx plumbea,synonym_1,Leucopternis plumbea
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Plumbeous Hawk,Cryptoleucopteryx plumbea,synonym_2,Leucopternis plumbeus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Congo Serpent-eagle,Dryotriorchis spectabilis,scientific_name,Dryotriorchis spectabilis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Swallow-tailed Kite,Elanoides forficatus,scientific_name,Elanoides forficatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black-shouldered Kite,Elanus axillaris,scientific_name,Elanus axillaris
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black-winged Kite,Elanus caeruleus,scientific_name,Elanus caeruleus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-tailed Kite,Elanus leucurus,scientific_name,Elanus leucurus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Letter-winged Kite,Elanus scriptus,scientific_name,Elanus scriptus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Chestnut-shouldered Goshawk,Erythrotriorchis buergersi,scientific_name,Erythrotriorchis buergersi
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red Goshawk,Erythrotriorchis radiatus,scientific_name,Erythrotriorchis radiatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red Goshawk,Erythrotriorchis radiatus,synonym_1,Accipiter radiatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Madagascar Serpent-eagle,Eutriorchis astur,scientific_name,Eutriorchis astur
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Pearl Kite,Gampsonyx swainsonii,scientific_name,Gampsonyx swainsonii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-tailed Hawk,Geranoaetus albicaudatus,scientific_name,Geranoaetus albicaudatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-tailed Hawk,Geranoaetus albicaudatus,synonym_1,Buteo albicaudatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black-chested Buzzard-eagle,Geranoaetus melanoleucus,scientific_name,Geranoaetus melanoleucus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Variable Hawk,Geranoaetus polyosoma,scientific_name,Geranoaetus polyosoma
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Variable Hawk,Geranoaetus polyosoma,synonym_1,Buteo polyosoma
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Crane Hawk,Geranospiza caerulescens,scientific_name,Geranospiza caerulescens
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bearded Vulture,Gypaetus barbatus,scientific_name,Gypaetus barbatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Palm-nut Vulture,Gypohierax angolensis,scientific_name,Gypohierax angolensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-backed Vulture,Gyps africanus,scientific_name,Gyps africanus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-rumped Vulture,Gyps bengalensis,scientific_name,Gyps bengalensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Cape Vulture,Gyps coprotheres,scientific_name,Gyps coprotheres
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Griffon Vulture,Gyps fulvus,scientific_name,Gyps fulvus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Himalayan Griffon,Gyps himalayensis,scientific_name,Gyps himalayensis
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Indian Vulture,Gyps indicus,scientific_name,Gyps indicus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Réppell's Vulture,Gyps rueppelli,scientific_name,Gyps rueppelli
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Réppell's Vulture,Gyps rueppelli,synonym_1,Gyps rueppellii
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slender-billed Vulture,Gyps tenuirostris,scientific_name,Gyps tenuirostris
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-tailed Sea-eagle,Haliaeetus albicilla,scientific_name,Haliaeetus albicilla
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bald Eagle,Haliaeetus leucocephalus,scientific_name,Haliaeetus leucocephalus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-bellied Sea-eagle,Haliaeetus leucogaster,scientific_name,Haliaeetus leucogaster
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Pallas's Fish-eagle,Haliaeetus leucoryphus,scientific_name,Haliaeetus leucoryphus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Steller's Sea-eagle,Haliaeetus pelagicus,scientific_name,Haliaeetus pelagicus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Sanford's Sea-eagle,Haliaeetus sanfordi,scientific_name,Haliaeetus sanfordi
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Fish-eagle,Haliaeetus vocifer,scientific_name,Haliaeetus vocifer
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Madagascar Fish-eagle,Haliaeetus vociferoides,scientific_name,Haliaeetus vociferoides
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Brahminy Kite,Haliastur indus,scientific_name,Haliastur indus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Whistling Kite,Haliastur sphenurus,scientific_name,Haliastur sphenurus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black-breasted Buzzard,Hamirostra melanosternon,scientific_name,Hamirostra melanosternon
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Double-toothed Kite,Harpagus bidentatus,scientific_name,Harpagus bidentatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rufous-thighed Kite,Harpagus diodon,scientific_name,Harpagus diodon
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Harpy Eagle,Harpia harpyja,scientific_name,Harpia harpyja
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Papuan Eagle,Harpyopsis novaeguineae,scientific_name,Harpyopsis novaeguineae
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slender-billed Kite,Helicolestes hamatus,scientific_name,Helicolestes hamatus
ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slender-billed Kite,Helicolestes hamatus,synonym_1,Rostrhamus hamatus
